sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(1, 2, 4, 5, 13, 14, 16, 18, 19, 23)",21,baseline_global_guarded,0.21300000,28->4,"[28->4, 27->23, 7->16, 24->14, 3->4, 10->13, 17->16, 15->16, 27->16, 24->5, 8->5, 8->13, 28->1, 28->23]","{'28->4': '0.21300000', '27->23': '0.21400000', '7->16': '0.24300000', '24->14': '0.24300000', '3->4': '0.25600000', '10->13': '0.28100000', '17->16': '0.31900000', '15->16': '0.32400000', '27->16': '0.32600000', '24->5': '0.35700000', '8->5': '0.35800000', '8->13': '0.37000000', '28->1': '0.38000000', '28->23': '0.39700000'}"
2,"(2, 4, 5, 7, 8, 10, 18, 19, 27, 28)",1,baseline_global_guarded,0.15600000,9->4,"[9->4, 14->10, 1->7, 3->8, 13->7, 13->4, 16->27, 23->2, 17->19, 1->28, 14->8, 24->7, 16->8, 23->10, 24->2]","{'9->4': '0.15600000', '14->10': '0.22300000', '1->7': '0.24700000', '3->8': '0.24900000', '13->7': '0.25400000', '13->4': '0.27300000', '16->27': '0.29300000', '23->2': '0.35100000', '17->19': '0.35800000', '1->28': '0.36100000', '14->8': '0.36200000', '24->7': '0.36800000', '16->8': '0.38700000', '23->10': '0.40800000', '24->2': '0.41100000'}"
3,"(1, 4, 8, 13, 14, 15, 18, 23, 24, 27)",21,baseline_global_guarded,0.30000000,10->4,"[10->4, 16->23, 16->4, 16->14, 3->15, 2->15, 16->1, 2->24, 3->1, 10->13, 17->27]","{'10->4': '0.30000000', '16->23': '0.30400000', '16->4': '0.31100000', '16->14': '0.36400000', '3->15': '0.37800000', '2->15': '0.38500000', '16->1': '0.39100000', '2->24': '0.39600000', '3->1': '0.40000000', '10->13': '0.40400000', '17->27': '0.40800000'}"
4,"(2, 8, 9, 10, 13, 15, 16, 19, 24, 27)",1,baseline_global_guarded,0.18300000,7->13,"[7->13, 1->13, 3->8, 14->10, 17->13, 4->13, 23->2, 4->8, 3->16, 4->9, 18->19, 17->19, 3->2, 5->15, 18->2]","{'7->13': '0.18300000', '1->13': '0.21400000', '3->8': '0.23700000', '14->10': '0.25100000', '17->13': '0.25800000', '4->13': '0.28300000', '23->2': '0.33300000', '4->8': '0.35500000', '3->16': '0.36100000', '4->9': '0.36900000', '18->19': '0.37900000', '17->19': '0.38000000', '3->2': '0.38600000', '5->15': '0.40300000', '18->2': '0.40400000'}"
5,"(1, 5, 7, 13, 15, 16, 18, 19, 23, 24)",21,baseline_global_guarded,0.11100000,2->19,"[2->19, 10->19, 4->7, 8->13, 27->7, 17->16, 17->24, 28->5, 28->7, 4->16, 3->24, 10->23, 14->16, 14->1]","{'2->19': '0.11100000', '10->19': '0.22700000', '4->7': '0.22800000', '8->13': '0.25300000', '27->7': '0.27500000', '17->16': '0.27600000', '17->24': '0.30200000', '28->5': '0.32800000', '28->7': '0.32900000', '4->16': '0.33500000', '3->24': '0.35300000', '10->23': '0.36700000', '14->16': '0.37100000', '14->1': '0.38100000'}"
