hsv1[0],hsv2[0],hsv3[0],hsv4[0]
12,10,10,14
12,8,6,12
18,8,4,18
26,14,8,22
32,16,18,24
66,30,28,40
102,46,50,70
108,64,60,72
108,44,68,60
100,52,62,68
90,52,60,66
86,62,68,70
94,74,78,78
96,80,86,80
98,84,86,86
104,90,92,86
104,92,94,92
108,94,100,96
110,98,106,98
114,104,110,100
114,104,114,106
118,110,114,106
118,110,116,104
118,112,120,108
120,112,120,108
120,116,120,110
120,116,116,110
124,118,122,112
124,120,122,114
124,124,126,114
126,126,124,118
128,132,128,122
126,138,128,124
130,142,130,130
132,146,134,134
136,160,136,138
138,174,144,154
140,184,146,158
144,188,148,172
148,206,160,192
156,216,164,210
176,224,186,218
182,230,190,232
196,238,210,232
210,242,214,238
224,246,224,250
234,248,228,252
230,248,236,248
232,250,236,252
234,250,236,258
246,250,246,256
248,252,240,258
256,256,260,262
264,264,272,272
276,272,286,276
304,276,304,290
304,286,316,292
320,292,320,310
326,300,326,312
332,308,330,318
340,310,334,324
340,316,338,332
344,326,344,334
352,330,350,346
0,342,350,352
354,344,354,354
4,350,352,0
4,356,356,2
10,352,358,8
-1,-1,-1,-1
10,2,0,12
12,2,6,14
-1,-1,-1,-1
