hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,10,4,12
352,16,4,12
358,20,8,16
0,20,12,20
2,34,16,24
10,40,28,30
12,46,36,34
16,58,42,38
22,70,42,44
30,70,62,50
36,78,64,56
44,84,72,64
54,90,80,74
58,94,88,80
68,94,94,84
74,96,102,88
74,102,102,88
80,106,104,96
86,112,112,100
90,122,118,106
104,124,128,108
106,126,134,118
112,122,136,116
120,126,136,120
124,128,136,120
128,128,136,118
136,132,136,128
142,136,144,130
146,138,146,132
154,140,148,130
158,144,150,132
164,146,148,136
172,146,154,142
180,150,158,140
192,154,162,144
206,162,170,150
210,166,184,158
220,170,188,164
222,178,194,168
234,188,206,186
238,196,216,192
246,208,224,206
248,216,230,216
250,224,236,220
250,226,238,224
250,230,242,234
248,236,242,232
250,234,244,232
250,236,240,238
252,238,244,236
252,240,248,242
252,240,250,244
254,246,252,250
260,254,262,258
264,258,262,274
270,266,268,290
276,272,278,306
282,280,282,312
290,284,288,320
296,298,298,328
302,304,306,330
306,316,310,338
314,320,316,340
318,326,324,348
320,332,330,354
324,340,334,354
328,342,334,2
330,348,344,2
336,354,350,4
338,0,350,8
344,4,352,6
348,4,358,12
348,6,358,12
