hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,2,358,6
350,358,356,8
354,4,0,10
356,6,6,16
358,16,12,20
4,24,16,30
10,28,24,40
8,28,30,52
10,32,36,58
18,42,44,58
22,44,46,64
32,54,60,74
40,62,70,80
50,70,76,84
58,76,80,88
70,82,86,94
80,86,90,96
86,90,96,100
96,96,98,106
110,102,108,118
120,116,120,118
130,118,124,116
134,118,126,118
136,118,126,118
134,118,126,116
138,118,130,116
138,118,132,118
144,124,138,120
144,128,140,118
148,136,142,126
150,138,146,130
152,140,148,130
154,142,150,134
160,148,154,136
162,152,160,138
172,160,166,144
180,168,178,150
184,172,182,154
184,178,194,158
196,192,204,166
202,204,210,172
206,210,218,186
218,220,224,194
220,226,232,208
226,234,234,220
230,240,242,224
230,244,246,236
234,246,246,236
232,246,244,236
238,246,248,240
236,254,250,240
248,260,252,246
260,264,258,250
270,270,262,266
276,276,268,272
288,286,274,286
298,292,282,298
304,300,286,310
310,306,294,316
316,314,300,322
322,318,308,326
324,324,312,330
330,326,316,334
330,332,322,342
334,332,328,346
336,336,330,346
338,340,334,350
340,344,340,352
340,346,344,356
342,350,348,358
346,352,352,2
350,354,354,6
350,358,356,4
