hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,4,4,6
352,12,4,6
354,14,6,8
358,18,8,12
0,20,14,18
4,34,22,18
4,38,26,20
2,46,24,22
2,54,30,28
8,70,40,34
14,74,42,44
20,86,70,62
26,88,72,66
34,100,88,82
44,108,90,90
54,110,108,98
66,114,116,108
86,120,118,114
92,128,130,118
112,134,130,128
126,142,142,134
132,142,140,136
138,140,140,142
140,142,138,146
144,142,142,144
142,142,142,142
146,144,142,146
156,148,146,148
160,148,150,150
170,150,152,152
178,152,156,156
182,154,160,156
186,156,164,160
200,158,170,164
200,164,176,166
212,168,186,170
216,174,194,182
224,180,202,186
226,186,208,192
234,198,220,202
238,202,222,208
242,208,228,216
242,216,236,222
246,222,236,224
246,226,236,224
250,230,242,230
250,230,242,230
250,234,240,230
252,232,240,234
252,234,242,230
254,232,244,232
-1,-1,-1,-1
-1,-1,-1,-1
262,248,250,250
262,252,256,258
268,258,260,266
274,264,264,276
278,270,270,282
284,278,276,292
290,282,284,304
294,288,288,308
300,300,294,316
306,308,304,320
310,312,308,324
314,320,306,330
320,324,316,332
324,328,324,334
326,332,326,338
332,332,324,338
334,340,334,344
336,344,340,346
340,346,344,348
342,352,340,352
