hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,10,8,6
352,8,6,8
352,12,4,8
356,14,10,14
358,24,14,14
0,28,20,22
6,34,22,26
12,50,40,38
18,58,44,46
22,62,52,52
28,70,58,58
32,76,68,70
46,82,76,82
54,86,82,86
58,92,90,90
72,94,94,96
72,98,94,100
80,100,104,102
90,104,106,108
104,108,114,116
114,118,118,120
118,126,120,126
126,128,126,130
126,126,126,128
132,128,128,134
132,128,122,132
136,130,128,136
142,134,136,140
146,136,136,138
158,140,140,144
162,142,144,146
168,142,146,146
174,144,152,148
184,148,156,150
192,152,162,154
204,158,174,162
212,164,186,168
220,170,194,178
222,174,202,182
230,188,216,198
234,200,220,206
242,208,226,216
244,212,234,218
246,224,236,222
250,226,238,228
250,228,242,232
250,228,242,236
250,232,246,238
250,236,244,234
250,232,248,238
252,238,246,242
254,242,250,240
256,246,254,248
260,252,256,256
266,260,260,260
270,266,266,270
276,274,274,282
282,288,276,290
286,294,282,298
292,302,294,310
300,314,302,316
306,320,308,320
310,326,312,328
314,332,320,332
320,336,328,336
324,342,330,342
328,346,334,346
332,354,344,352
336,354,352,354
342,356,354,358
344,2,356,358
348,4,0,0
348,4,0,0
