hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,6,4,8
4,6,4,6
8,10,10,10
16,12,16,12
22,16,20,14
30,22,30,22
42,34,46,26
50,42,54,26
52,34,54,24
58,44,58,34
62,48,64,44
70,64,72,56
74,70,74,62
78,74,80,70
82,78,82,74
86,86,86,80
92,88,88,84
90,88,90,88
94,94,94,92
100,98,96,100
106,102,102,102
116,106,106,104
116,108,108,106
118,108,112,108
116,112,116,108
118,110,118,108
118,112,124,108
116,114,124,112
118,116,128,114
128,118,132,118
132,122,130,118
132,124,132,118
138,126,132,120
142,128,138,128
148,134,140,128
154,140,150,134
160,148,156,142
164,150,160,140
174,152,166,142
188,170,178,150
204,188,194,168
212,210,208,184
224,220,218,202
230,228,230,224
238,240,230,228
244,246,238,244
250,252,246,248
250,250,248,252
250,254,248,256
254,252,250,252
256,264,254,276
260,266,260,282
262,274,262,300
270,282,270,308
276,294,280,316
286,308,288,330
292,318,298,334
302,324,304,334
304,326,312,340
312,330,318,340
316,334,320,340
322,336,326,348
326,342,332,350
330,346,336,352
336,348,342,354
338,350,346,356
342,354,350,358
346,358,352,0
350,358,354,4
350,0,356,4
356,0,0,6
0,4,4,6
2,4,2,4
