hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,6,4,4
354,8,4,10
356,10,6,18
356,18,14,22
0,20,18,26
2,28,24,30
4,32,32,42
2,32,40,54
358,36,34,56
16,46,50,66
18,54,58,72
26,62,70,78
40,70,80,84
54,76,88,92
64,80,92,94
76,86,98,98
88,90,104,104
98,94,108,108
106,100,116,118
126,112,120,120
130,118,124,124
136,120,134,122
146,120,136,116
144,118,138,118
146,124,138,122
146,124,138,120
148,128,140,126
150,132,144,128
154,136,146,132
158,140,148,134
160,142,152,136
164,142,154,138
164,146,156,140
168,150,158,142
170,154,164,144
180,158,170,150
186,168,180,156
194,174,188,162
198,180,198,164
206,190,210,172
212,200,216,178
218,216,224,200
226,220,228,208
230,228,232,220
232,232,240,222
238,236,240,228
236,240,246,238
240,238,246,236
240,242,248,240
240,238,248,238
244,246,248,244
248,252,250,246
256,258,252,252
262,262,260,260
270,268,264,266
280,282,272,280
290,292,278,288
296,298,282,300
302,306,290,306
308,312,296,314
318,320,302,322
320,324,310,324
324,330,316,330
328,334,324,332
330,336,326,344
334,342,332,346
338,350,336,348
340,352,350,350
342,354,352,354
346,356,354,2
350,4,356,2
350,4,2,4
350,6,2,4
