hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,10,358,2
352,8,0,2
352,10,4,8
356,18,8,14
0,22,14,20
0,30,20,30
6,34,28,38
10,40,38,50
2,44,42,56
18,46,48,60
20,54,56,68
22,52,56,68
30,62,68,76
40,68,76,84
46,72,78,88
56,76,84,90
64,82,90,96
76,84,96,100
86,90,100,104
100,96,108,118
112,102,114,118
120,104,122,118
-1,-1,-1,-1
128,116,130,118
130,114,128,118
134,110,130,118
134,114,134,118
138,124,138,118
142,124,140,124
148,128,146,132
150,136,146,132
154,132,150,134
156,138,152,136
160,138,156,138
170,144,160,140
178,148,168,148
190,158,178,154
196,164,186,158
202,174,196,164
208,186,206,170
214,196,218,176
218,208,222,194
226,218,228,202
232,224,232,218
230,230,236,222
236,238,242,232
240,238,246,234
242,240,246,238
244,240,248,244
244,244,248,240
242,248,248,244
254,252,254,246
260,262,258,258
270,268,264,266
276,280,268,276
286,290,276,286
298,302,280,296
302,308,290,306
312,316,296,310
316,318,300,316
320,324,308,322
324,330,314,328
326,332,318,330
330,336,326,334
332,340,328,340
334,344,332,342
336,348,336,346
340,350,340,348
342,352,346,348
344,354,348,356
346,358,352,354
348,4,354,358
348,2,354,358
