hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,6,0,10
354,8,4,14
356,10,12,20
358,16,14,24
2,20,20,32
8,30,26,36
12,32,32,50
10,40,44,68
6,46,48,76
18,52,58,74
20,54,58,74
28,64,72,82
44,72,78,86
52,80,88,92
62,82,90,98
78,88,98,98
92,90,102,106
96,96,106,106
112,104,116,116
120,110,122,126
130,118,124,124
144,118,134,126
144,118,138,126
146,120,136,124
146,118,136,128
148,126,136,126
148,132,142,130
152,134,146,132
156,138,146,134
158,140,150,136
160,142,154,138
164,146,156,138
168,148,156,142
172,150,162,144
176,154,166,146
184,164,176,154
196,172,186,160
198,180,192,164
204,186,202,170
212,196,210,176
214,202,218,188
222,212,226,204
228,222,232,214
234,228,236,222
232,230,240,222
236,236,242,234
238,238,246,238
238,238,246,236
242,240,246,240
240,240,246,238
244,246,250,242
246,248,248,244
252,254,250,246
258,260,256,252
264,264,258,258
270,272,264,266
278,278,270,274
286,284,274,286
292,294,280,296
298,302,286,302
304,310,290,310
310,316,300,318
316,320,308,324
320,324,314,326
326,330,318,334
328,334,324,340
332,340,332,346
336,344,338,346
340,346,340,354
342,352,346,358
346,358,350,2
346,358,356,2
350,2,358,4
