hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,8,2,16
354,8,2,14
356,14,6,20
0,20,10,20
6,26,16,26
14,36,24,36
20,46,34,50
18,48,34,52
20,54,40,58
30,58,46,58
36,64,52,60
42,70,62,70
50,78,70,76
58,84,76,82
62,88,80,84
66,94,84,90
72,96,88,92
76,100,92,94
82,108,96,96
88,118,102,102
94,118,110,104
98,120,116,108
100,118,118,112
102,118,118,114
102,118,118,110
104,118,122,114
112,118,128,114
120,128,132,122
126,132,136,124
136,136,140,132
140,140,144,130
144,140,146,132
148,144,146,136
160,148,152,140
166,152,156,146
192,160,164,150
206,170,172,156
212,174,178,158
220,180,186,166
228,190,202,178
234,200,210,190
242,210,220,206
246,216,226,216
250,228,232,222
252,230,240,226
252,236,242,238
252,240,244,238
254,244,248,240
252,242,248,240
252,244,248,242
254,248,250,244
256,250,254,248
260,258,260,250
264,262,262,260
268,268,268,264
276,274,276,278
284,278,284,284
290,284,288,300
296,292,296,306
302,296,302,312
308,304,308,320
312,310,314,326
318,312,318,330
322,316,322,342
326,326,330,344
328,330,332,346
332,334,336,354
334,340,342,356
336,344,344,2
342,344,344,4
346,352,352,4
348,358,354,10
348,358,354,10
