hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,0,358,10
352,4,6,10
354,8,8,20
358,10,10,20
0,14,14,26
0,20,20,32
4,28,24,38
4,30,32,54
0,34,38,68
18,44,48,70
22,52,56,74
32,60,68,76
44,68,76,84
56,76,86,90
70,82,90,94
80,86,96,98
90,92,98,102
96,96,104,104
110,102,114,110
122,112,120,118
132,118,124,118
140,118,128,118
140,118,132,118
140,118,132,118
140,118,134,118
144,118,134,120
144,124,136,124
148,132,140,128
150,134,142,130
152,138,148,132
156,142,150,132
158,142,154,136
162,148,156,136
168,152,158,138
168,156,164,142
176,164,172,148
184,172,180,154
192,178,188,156
196,182,196,156
202,196,210,164
208,208,216,172
214,210,224,180
222,224,230,202
230,228,236,216
234,234,240,218
236,240,246,230
238,246,248,236
240,246,248,242
240,248,248,240
240,248,250,242
246,250,252,248
252,258,256,252
256,260,260,254
264,266,264,262
276,274,268,270
284,282,272,286
294,292,280,300
300,298,286,306
306,304,294,320
314,312,298,324
318,318,306,328
322,322,312,332
326,326,318,338
328,330,326,346
330,334,330,350
334,338,334,350
338,342,340,0
342,348,344,0
344,348,348,4
348,352,352,4
348,358,358,8
352,0,0,10
352,4,2,12
