sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(8, 11, 26)",86,baseline_global_guarded,0.39000000,22->26,"[22->26, 27->26, 28->8, 21->11, 3->8]","{'22->26': '0.39000000', '27->26': '0.42400000', '28->8': '0.42400000', '21->11': '0.43200000', '3->8': '0.44200000'}"
2,"(8, 18, 19)",108,baseline_global_guarded,0.31800000,16->18,"[16->18, 26->8, 16->19, 11->8, 21->8]","{'16->18': '0.31800000', '26->8': '0.34800000', '16->19': '0.39600000', '11->8': '0.39900000', '21->8': '0.44200000'}"
3,"(21, 22, 27)",90,baseline_global_guarded,0.36000000,3->21,"[3->21, 16->21, 3->27, 11->22, 3->22]","{'3->21': '0.36000000', '16->21': '0.36600000', '3->27': '0.37600000', '11->22': '0.39700000', '3->22': '0.40800000'}"
4,"(8, 21, 28)",152,baseline_global_guarded,0.40100000,26->21,"[26->21, 18->8, 22->8, 16->21, 16->28]","{'26->21': '0.40100000', '18->8': '0.40800000', '22->8': '0.40900000', '16->21': '0.42000000', '16->28': '0.42000000'}"
5,"(21, 22, 28)",135,baseline_global_guarded,0.32900000,8->22,"[8->22, 11->28, 16->21, 27->22, 18->21]","{'8->22': '0.32900000', '11->28': '0.33700000', '16->21': '0.33900000', '27->22': '0.34800000', '18->21': '0.35500000'}"
