sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(2, 4, 24)",126,baseline_global_guarded,0.33900000,27->24,"[27->24, 13->2, 3->24, 7->4, 15->24, 27->2, 28->2]","{'27->24': '0.33900000', '13->2': '0.36700000', '3->24': '0.36800000', '7->4': '0.37600000', '15->24': '0.39100000', '27->2': '0.39200000', '28->2': '0.40400000'}"
2,"(3, 13, 15)",123,baseline_global_guarded,0.31700000,2->3,"[2->3, 10->3, 14->3, 8->15, 27->13, 1->3, 24->3]","{'2->3': '0.31700000', '10->3': '0.32100000', '14->3': '0.32500000', '8->15': '0.32500000', '27->13': '0.35200000', '1->3': '0.36800000', '24->3': '0.37600000'}"
3,"(17, 18, 27)",23,baseline_global_guarded,0.33900000,8->27,"[8->27, 13->17, 7->18, 1->18, 28->17, 28->18, 1->17]","{'8->27': '0.33900000', '13->17': '0.36300000', '7->18': '0.37200000', '1->18': '0.37900000', '28->17': '0.38300000', '28->18': '0.40300000', '1->17': '0.41100000'}"
4,"(3, 17, 28)",102,baseline_global_guarded,0.28300000,18->3,"[18->3, 15->28, 2->28, 24->3, 4->3, 18->28, 16->3]","{'18->3': '0.28300000', '15->28': '0.28500000', '2->28': '0.32800000', '24->3': '0.32900000', '4->3': '0.33200000', '18->28': '0.34800000', '16->3': '0.37200000'}"
5,"(16, 17, 28)",7,baseline_global_guarded,0.27600000,1->28,"[1->28, 8->16, 15->16, 2->17, 24->28, 13->17, 4->17]","{'1->28': '0.27600000', '8->16': '0.27600000', '15->16': '0.28300000', '2->17': '0.30700000', '24->28': '0.31600000', '13->17': '0.35100000', '4->17': '0.36500000'}"
