hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,6,2,10
0,6,6,10
2,8,6,12
4,12,8,16
4,16,14,18
8,26,18,20
10,26,24,20
14,36,28,26
16,44,30,28
16,44,32,32
20,52,38,38
28,66,50,46
32,76,56,54
38,80,70,62
38,80,64,58
44,90,70,70
52,92,80,72
56,94,84,78
72,98,84,84
80,104,94,88
90,106,98,96
96,108,98,96
98,110,100,96
100,110,102,98
98,112,104,100
100,114,106,98
104,114,106,100
112,118,104,100
124,124,112,100
126,122,116,102
142,126,122,108
146,126,126,108
160,132,126,114
178,138,140,116
190,144,146,128
210,154,168,130
216,170,188,152
224,180,200,160
224,186,202,170
228,202,212,188
232,208,218,196
232,212,226,206
236,216,228,214
238,224,228,216
242,228,242,224
242,232,244,236
246,236,250,238
248,236,248,240
246,238,248,246
246,236,248,246
248,240,250,246
250,242,250,246
254,242,252,250
258,250,256,270
262,252,262,276
268,260,266,290
276,270,278,310
284,278,286,318
294,290,296,330
306,304,310,340
312,322,320,346
322,328,328,354
330,334,334,356
334,340,342,2
342,346,348,4
344,348,350,4
350,352,350,4
350,352,356,2
350,356,0,4
354,0,0,6
358,2,0,8
0,6,4,12
0,6,4,12
