hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,2,4,10
0,4,4,6
2,6,6,14
4,8,10,20
4,14,10,22
4,10,10,20
10,26,20,32
16,28,22,40
22,34,30,46
24,38,36,50
28,48,44,70
34,62,50,70
42,74,60,84
50,80,70,88
56,88,76,90
64,94,86,94
70,102,88,98
76,104,90,102
82,106,94,106
92,110,102,104
94,114,104,106
100,116,106,106
102,122,106,108
102,122,104,110
104,120,110,108
102,124,108,110
106,126,112,112
110,128,124,118
122,130,120,118
130,134,124,124
136,138,132,126
138,142,136,124
140,144,136,136
162,152,146,138
172,158,154,140
192,166,166,150
204,178,178,164
212,188,192,174
214,196,198,188
222,208,208,196
224,214,216,204
228,220,218,214
230,220,224,214
232,224,226,222
236,226,228,226
238,232,234,230
238,232,236,236
240,234,234,232
238,236,236,232
240,232,234,236
240,234,236,236
242,236,242,238
248,240,242,238
250,242,248,244
256,248,252,244
262,254,260,248
270,258,266,258
278,266,276,266
286,274,284,274
296,284,300,286
304,300,310,300
316,310,316,310
322,316,324,322
328,326,330,332
334,336,338,340
336,340,342,344
342,344,346,350
346,346,348,352
350,348,354,358
352,354,356,6
350,354,352,358
356,358,0,4
358,2,2,4
