hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,8,6,12
4,6,6,10
4,6,10,12
4,8,10,18
6,14,16,20
8,20,20,26
10,22,22,34
12,26,28,40
18,30,34,50
18,32,38,50
22,44,44,62
30,50,56,72
-1,-1,-1,-1
44,68,74,88
42,68,72,86
50,76,78,90
64,82,86,96
72,88,88,98
86,98,92,100
96,100,100,106
112,106,102,108
116,108,108,110
124,112,108,112
118,112,110,112
126,112,112,112
128,116,114,112
126,118,114,112
130,122,118,114
130,124,122,118
140,126,124,120
144,132,132,122
148,128,136,124
152,136,142,124
160,144,148,128
162,146,154,128
178,158,172,134
188,176,188,142
194,186,194,150
198,194,202,158
208,204,210,168
-1,-1,-1,-1
218,218,224,192
220,220,226,206
224,226,230,214
224,228,230,218
228,232,238,230
-1,-1,-1,-1
238,246,250,240
246,250,256,248
248,252,256,246
250,254,254,246
248,250,252,250
248,250,252,246
256,256,250,250
262,262,256,264
282,276,266,276
294,280,274,298
308,294,284,314
320,312,294,322
326,320,300,330
334,328,314,342
340,336,326,348
344,340,330,354
350,350,340,358
352,350,342,358
354,352,350,2
354,354,354,2
354,356,354,2
354,356,354,4
358,2,354,2
0,2,0,6
2,4,2,4
2,4,4,10
