hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,2,2,2
358,2,0,4
358,4,8,4
0,8,6,8
358,8,8,10
4,10,10,14
6,14,16,18
6,18,20,22
8,22,24,26
12,28,30,32
14,32,34,38
18,38,42,42
22,52,52,56
28,56,62,70
28,68,68,74
38,74,70,84
46,78,82,88
52,86,86,92
72,90,88,100
80,98,96,100
92,100,98,106
100,102,98,110
106,104,104,112
110,106,100,108
108,104,106,112
110,106,104,112
122,106,112,112
126,112,106,120
132,118,110,122
140,118,122,124
152,118,130,126
156,118,132,128
162,124,136,130
174,130,150,140
184,136,154,144
196,146,176,150
206,158,192,164
214,172,204,172
218,182,208,182
220,198,218,196
226,204,222,200
228,214,226,212
-1,-1,-1,-1
234,222,234,222
238,232,246,232
244,234,248,240
244,238,250,244
-1,-1,-1,-1
246,242,250,242
246,242,250,248
250,244,254,250
-1,-1,-1,-1
-1,-1,-1,-1
266,266,264,266
272,266,266,268
276,278,270,280
292,298,278,290
300,304,284,306
312,314,294,312
320,326,306,324
324,330,312,326
330,342,322,334
338,342,326,342
340,346,336,346
342,350,342,352
346,350,342,352
348,354,348,354
350,356,352,356
352,356,356,356
356,356,356,2
356,0,0,2
358,2,4,4
0,6,0,4
