hsv1[0],hsv2[0],hsv3[0],hsv4[0]
6,6,10,10
6,4,10,8
-1,-1,-1,-1
16,14,14,16
16,16,18,14
24,20,28,24
24,22,28,20
26,26,28,24
32,32,36,28
36,36,36,30
34,40,42,32
44,40,52,38
56,50,62,48
68,70,70,62
72,70,74,66
76,78,84,70
88,88,84,82
86,90,94,84
94,94,96,92
98,108,100,94
100,108,102,100
104,108,108,100
104,108,108,102
104,112,108,102
104,112,106,104
104,112,108,102
104,112,108,108
104,110,110,108
112,114,114,116
116,116,112,114
124,116,114,116
126,116,114,114
126,122,122,116
130,130,128,118
134,138,136,120
150,150,148,130
168,156,156,148
178,160,168,162
196,180,182,154
204,190,196,158
218,196,214,186
230,206,214,202
232,222,232,222
240,232,232,224
240,226,240,222
248,244,240,240
248,238,248,240
248,238,246,244
248,238,246,240
248,236,246,240
248,244,246,240
248,244,252,252
250,244,258,248
264,254,266,284
260,266,268,292
278,296,280,318
282,312,294,340
298,328,308,340
312,326,316,352
316,336,328,358
326,348,332,356
334,350,340,6
340,354,346,6
348,0,352,4
348,0,348,6
352,0,358,10
358,4,0,12
6,6,4,12
4,8,6,12
8,8,4,12
8,12,8,12
8,10,6,12
8,12,6,8
