hsv1[0],hsv2[0],hsv3[0],hsv4[0]
8,6,6,4
8,6,6,8
10,8,8,10
12,12,14,16
12,16,18,16
12,22,16,20
20,24,22,20
26,26,24,24
26,32,28,32
26,32,30,34
26,30,28,34
30,44,34,44
30,56,44,56
36,70,56,70
40,70,68,72
44,78,72,78
66,82,78,84
70,88,84,88
84,90,86,90
90,98,94,96
102,102,100,102
102,104,102,102
104,106,104,104
104,108,104,108
104,108,108,104
104,108,106,106
110,112,110,112
114,118,116,116
108,116,116,118
108,122,122,118
110,126,128,124
118,130,130,130
130,138,136,128
144,146,138,134
168,160,154,142
192,178,178,158
204,194,192,176
210,200,202,184
216,206,210,198
220,216,222,208
224,222,228,224
228,228,232,226
232,228,234,232
234,232,238,234
236,236,240,238
238,238,242,240
240,238,242,242
240,236,248,248
240,242,248,246
242,242,250,248
244,244,248,250
246,244,252,250
248,250,258,256
256,254,264,262
262,262,268,266
274,270,276,280
282,282,284,294
292,290,292,302
300,298,304,312
310,306,308,316
318,316,318,324
324,320,324,330
328,328,330,334
336,334,334,340
342,340,340,342
344,342,342,348
346,344,346,352
354,356,354,354
354,0,356,358
0,4,2,2
2,2,2,6
8,2,4,4
8,4,4,8
