hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,358,358,2
0,0,2,4
0,358,2,2
2,4,6,12
6,8,10,14
8,14,12,16
14,16,20,22
16,20,24,22
24,26,32,30
28,32,32,38
30,36,40,44
36,44,50,50
48,58,58,66
56,72,70,72
58,76,76,82
70,82,84,84
82,92,88,94
82,94,88,92
88,100,94,98
92,104,100,106
94,108,104,110
98,114,102,106
98,114,106,110
100,118,106,106
98,118,108,110
104,118,110,110
104,118,112,114
110,122,116,118
112,122,118,118
118,126,126,126
122,130,126,124
128,132,130,124
128,134,132,132
138,140,140,136
148,142,146,140
168,154,158,150
188,164,172,160
200,174,184,166
204,182,188,174
216,194,200,186
222,206,210,200
226,212,214,204
230,212,220,206
236,222,226,212
240,224,230,218
246,236,240,232
250,246,246,238
248,238,248,238
248,238,246,238
250,244,246,238
-1,-1,-1,-1
248,242,246,244
-1,-1,-1,-1
-1,-1,-1,-1
262,262,260,262
270,270,270,268
280,286,280,288
288,294,286,306
298,312,298,316
304,322,306,320
314,324,314,328
320,334,322,334
328,338,328,340
332,342,334,346
336,344,342,350
340,346,342,352
344,352,346,358
348,352,350,358
350,356,352,356
350,356,354,0
354,356,358,0
356,356,2,0
358,0,0,0
