hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,4,8,8
2,4,6,10
0,10,8,8
0,12,10,10
0,12,10,12
6,18,16,18
6,26,16,16
8,28,24,18
12,30,28,22
12,38,30,28
12,34,28,26
14,42,36,32
-1,-1,-1,-1
20,66,48,44
24,70,46,52
24,72,50,58
30,78,50,72
30,82,54,78
34,86,70,78
40,92,54,84
56,94,68,86
64,94,60,90
70,96,64,98
70,94,74,100
70,98,70,100
70,96,70,100
70,100,74,100
90,110,86,110
104,118,100,118
136,124,120,130
152,126,122,136
152,128,128,134
176,130,144,136
202,130,148,136
204,140,154,146
210,148,174,160
212,162,190,168
218,166,198,180
222,184,212,190
228,188,214,200
228,202,216,208
232,210,226,216
234,214,226,222
238,224,238,226
244,226,244,232
244,236,246,238
244,236,248,238
244,236,248,240
244,236,248,240
246,236,250,238
248,238,248,246
248,242,252,248
256,250,254,250
260,254,262,260
268,262,266,268
276,272,274,278
284,278,274,288
290,286,282,300
306,314,294,316
314,316,304,326
322,330,318,332
330,342,326,340
336,340,330,346
340,346,344,348
344,352,344,350
344,354,350,354
352,358,354,356
354,358,358,356
352,358,356,356
352,0,358,2
356,2,2,2
356,2,4,4
356,4,4,4
