hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,0,0,6
0,6,4,8
0,8,6,12
4,8,10,14
4,10,10,16
6,14,14,22
6,14,14,22
8,18,22,30
12,22,26,34
10,24,32,40
12,30,34,44
16,32,38,56
22,44,56,70
28,52,62,78
32,58,70,82
44,68,74,88
42,74,80,90
44,80,80,94
64,90,84,96
80,92,92,104
90,98,98,104
100,104,100,106
114,104,104,108
108,108,104,110
120,110,106,110
114,112,106,110
112,106,106,110
114,114,114,116
126,120,116,120
142,126,128,126
150,134,140,128
152,136,140,130
160,142,144,132
162,146,158,134
168,154,164,138
184,160,176,142
186,176,190,152
196,182,196,158
204,196,206,160
206,204,214,176
-1,-1,-1,-1
218,216,222,198
222,224,226,204
224,228,228,216
224,232,232,220
228,232,234,220
228,238,240,230
238,242,248,240
238,242,250,238
-1,-1,-1,-1
-1,-1,-1,-1
246,250,250,244
254,256,252,244
260,254,254,250
264,260,254,258
-1,-1,-1,-1
-1,-1,-1,-1
306,294,278,302
318,310,288,316
328,318,296,324
330,328,312,332
336,332,318,342
340,336,324,340
342,340,330,342
344,344,332,346
346,344,340,348
350,352,342,350
350,352,344,356
352,352,352,356
352,356,350,354
356,356,356,2
358,2,0,4
358,0,0,4
