hsv1[0],hsv2[0],hsv3[0],hsv4[0]
6,6,8,10
6,8,4,10
4,10,10,14
8,12,14,16
10,14,18,26
10,16,20,28
16,18,20,32
12,20,26,36
18,26,32,38
18,30,32,46
24,36,38,50
24,36,44,62
34,48,54,70
44,58,64,80
40,70,72,82
64,76,82,90
68,80,86,92
74,90,88,96
92,90,92,100
94,100,98,108
114,104,106,106
116,106,108,106
116,106,108,108
122,112,106,110
120,108,110,110
120,110,110,112
126,116,112,112
128,116,116,112
132,124,116,116
136,128,126,116
140,128,134,118
140,128,134,118
146,140,140,122
152,142,144,130
160,144,158,132
170,160,168,140
182,174,184,142
188,180,192,150
194,194,200,158
204,202,208,164
206,206,214,178
210,218,222,194
214,218,224,194
220,226,228,210
224,226,230,206
224,232,236,220
228,234,240,226
226,232,242,224
-1,-1,-1,-1
228,238,240,232
-1,-1,-1,-1
234,248,250,236
246,250,250,240
-1,-1,-1,-1
-1,-1,-1,-1
278,270,262,272
290,282,270,288
308,292,280,304
320,310,290,320
334,322,302,332
336,330,314,342
344,336,326,344
350,344,334,358
354,346,340,358
354,350,344,4
354,354,346,4
356,354,354,6
0,356,356,4
358,358,358,6
358,0,2,2
0,4,6,10
0,8,6,10
2,8,8,8
