hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,8,6,12
4,6,6,8
6,14,8,10
6,14,12,16
8,16,16,18
8,18,22,28
12,18,26,26
14,24,28,36
16,24,30,40
18,32,34,48
18,32,38,52
22,48,50,62
26,52,54,70
30,62,70,80
36,68,72,82
48,76,72,88
56,80,84,94
66,88,86,96
74,94,94,100
94,100,92,104
102,110,96,106
114,110,104,114
118,106,100,110
118,110,100,110
110,110,100,110
116,110,104,110
120,116,102,110
126,116,106,110
134,116,112,114
132,122,120,114
144,128,122,118
-1,-1,-1,-1
162,130,140,122
174,136,148,128
172,146,156,128
194,154,170,140
202,164,188,146
204,184,196,156
210,190,206,164
214,202,214,182
-1,-1,-1,-1
220,218,224,200
224,224,226,206
224,220,234,208
224,222,236,222
234,232,242,226
234,230,242,220
234,232,244,232
234,232,244,240
230,232,240,232
240,238,248,244
244,242,244,244
-1,-1,-1,-1
252,252,252,256
270,270,268,266
282,280,274,304
292,288,272,304
302,304,278,300
312,310,288,318
326,324,304,328
332,334,318,340
340,342,324,342
344,344,332,354
346,350,342,358
352,354,346,0
352,358,350,4
352,356,354,2
358,356,358,4
358,358,0,4
0,2,4,4
0,2,2,2
0,2,4,8
0,2,4,8
