hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,2,2,4
2,4,2,6
4,10,6,8
8,14,10,14
10,16,16,16
18,20,18,20
18,24,22,26
24,34,32,34
28,40,38,38
30,42,40,44
38,56,50,54
46,66,60,62
54,72,70,74
60,78,74,76
58,76,74,78
68,82,82,84
74,88,86,86
84,96,94,96
94,102,96,100
94,102,98,100
100,108,106,106
106,112,110,108
110,114,110,110
110,116,112,112
110,116,112,112
112,116,112,112
114,120,114,116
118,126,118,116
124,126,124,118
130,130,126,124
138,134,134,124
140,140,138,128
148,144,140,130
160,148,148,136
170,156,156,140
194,170,174,158
204,194,196,176
208,200,202,182
214,204,210,194
220,214,216,210
222,220,220,220
228,224,226,226
230,228,230,230
232,230,230,234
234,232,234,236
236,236,236,238
238,236,238,240
-1,-1,-1,-1
240,238,238,242
-1,-1,-1,-1
240,238,238,242
244,240,242,244
246,242,246,248
248,248,250,250
256,250,256,258
264,260,260,266
272,266,270,276
280,272,278,284
290,280,286,296
300,290,296,310
308,300,306,314
314,310,316,324
320,320,320,328
326,326,328,336
330,330,332,342
336,338,338,344
340,340,342,348
346,346,348,352
350,352,352,354
352,356,354,356
356,358,356,358
358,0,0,2
2,4,2,0
