hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,4,0,14
350,8,6,14
356,10,8,22
358,20,14,28
4,24,20,40
12,34,30,48
14,38,36,54
22,46,52,66
26,46,54,70
30,52,56,72
40,60,70,78
38,62,70,80
52,70,80,88
72,78,88,92
82,84,94,98
92,90,102,106
102,96,106,110
110,98,110,118
122,114,118,118
134,118,132,116
144,118,130,118
142,118,132,116
142,118,134,118
142,118,132,118
144,118,132,116
146,118,136,116
148,126,136,116
148,132,140,118
152,136,144,122
154,142,150,128
156,144,154,132
158,146,154,132
162,148,156,134
164,154,162,138
168,158,166,142
176,166,174,148
182,174,180,154
186,180,188,156
188,186,194,160
196,198,202,168
202,206,208,176
208,212,220,192
216,224,228,206
222,232,236,216
226,236,240,228
230,242,246,234
230,246,248,240
234,246,248,242
236,250,250,240
234,250,248,244
236,250,250,250
244,256,256,250
250,260,256,258
262,264,262,266
268,272,266,272
278,278,270,278
290,286,276,290
296,292,282,302
306,300,288,308
312,310,296,314
316,314,302,320
320,318,308,326
326,322,314,328
326,326,318,332
330,328,324,340
330,332,328,342
334,336,332,350
336,336,336,350
340,344,342,356
342,348,346,356
346,354,348,4
348,356,352,6
348,2,356,12
