hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,0,354,8
350,2,0,10
354,6,4,14
356,12,8,18
358,18,14,24
10,26,26,38
12,30,30,50
16,38,40,58
14,40,40,58
24,48,56,74
34,58,68,76
32,60,66,78
52,70,80,86
68,76,88,92
80,82,94,94
92,88,98,100
104,92,106,104
110,98,110,114
120,104,116,118
134,118,132,118
142,118,132,118
142,122,130,118
142,118,132,118
142,118,130,118
146,124,132,118
144,126,136,118
144,130,138,118
148,136,140,124
148,136,144,128
154,140,148,132
158,146,152,134
158,148,152,138
160,150,156,138
164,154,162,142
166,158,166,144
174,166,172,150
178,174,180,152
184,180,190,158
188,186,194,162
194,198,202,168
204,204,208,176
206,212,224,192
216,226,230,214
226,232,238,218
226,238,242,224
232,244,248,234
232,246,250,242
236,250,250,248
236,250,252,244
240,250,252,244
238,254,254,248
248,258,256,254
254,260,260,256
264,268,262,268
270,274,268,272
280,282,274,288
290,290,280,296
300,296,284,306
306,302,290,312
312,308,298,316
320,316,304,326
324,318,308,328
328,324,314,332
330,326,320,334
330,330,324,340
334,334,328,344
336,338,334,352
338,338,338,350
340,342,342,354
342,348,346,356
346,352,350,0
348,352,352,4
350,356,354,6
