hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,4,0,0
352,6,10,0
350,8,2,4
354,12,16,10
356,18,12,10
2,30,22,18
4,32,20,18
0,38,16,16
358,52,24,18
10,52,34,30
16,62,40,36
20,70,46,40
30,76,54,54
34,86,70,68
40,92,72,72
46,94,78,78
56,104,86,86
66,106,86,92
76,108,94,100
84,116,100,104
98,126,104,114
104,132,106,116
112,132,112,122
110,132,114,122
114,132,114,124
114,134,114,124
128,138,124,130
138,140,124,130
144,142,130,134
152,144,132,134
166,144,136,144
168,148,138,140
178,148,144,144
190,150,146,146
198,152,150,148
214,158,168,154
222,166,190,166
228,168,202,174
230,174,210,180
240,188,216,196
244,196,228,202
248,210,242,214
254,216,244,220
252,224,252,222
252,230,254,234
254,234,254,236
256,240,254,240
256,238,260,244
258,244,260,244
258,244,262,248
256,246,260,248
260,248,266,256
264,254,274,262
266,260,276,274
274,268,280,286
282,280,290,300
290,290,298,312
298,298,306,318
304,308,310,322
310,314,316,326
316,320,320,332
322,324,326,334
324,330,330,338
326,334,334,342
328,340,336,346
332,338,342,348
334,346,346,350
338,350,350,350
338,352,352,354
344,358,354,356
344,356,0,358
348,356,2,2
350,358,0,358
