hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,358,358,0
350,358,356,4
350,4,2,10
352,8,8,14
0,12,12,20
4,22,20,34
10,28,26,40
12,38,42,58
18,42,48,68
22,46,54,70
26,56,64,78
36,60,66,78
46,70,78,84
58,74,84,90
68,80,88,94
82,86,96,100
90,88,98,104
100,92,104,106
108,98,110,116
122,106,118,118
136,120,130,118
140,120,130,118
140,118,128,118
142,118,130,118
140,120,132,118
144,120,136,118
146,126,136,118
150,134,140,126
150,136,144,126
154,142,148,130
158,144,150,132
158,144,152,136
160,148,154,136
164,152,162,142
168,156,164,144
176,164,174,150
186,174,184,158
192,182,192,162
198,188,198,168
204,198,206,176
212,206,214,184
214,212,226,194
218,222,232,210
224,230,240,220
230,236,242,226
238,240,246,236
240,246,250,244
240,246,250,244
242,248,250,246
240,248,252,244
246,254,256,250
252,258,258,258
260,262,260,260
268,270,266,268
276,274,270,272
286,286,276,286
292,294,282,296
300,300,286,308
308,308,296,316
316,312,302,316
322,320,308,322
324,322,312,330
326,326,316,330
330,332,322,334
332,334,326,336
334,336,330,342
336,342,334,344
340,342,338,348
340,346,344,350
344,350,346,354
346,352,348,354
350,354,352,0
350,356,354,0
