hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,4,8,8
352,4,4,8
0,10,4,16
358,12,6,16
2,20,16,28
8,22,22,38
12,28,32,50
16,38,40,58
22,46,46,70
26,52,60,74
32,58,68,76
40,66,76,84
58,74,84,92
74,84,96,98
84,88,102,102
96,94,106,108
-1,-1,-1,-1
118,104,124,118
128,118,130,118
142,118,134,118
144,118,134,118
144,118,134,118
142,118,134,118
142,118,136,118
144,118,134,118
144,124,136,118
146,130,138,118
148,136,144,126
154,138,146,130
156,142,150,134
158,146,152,136
158,148,156,136
162,150,158,138
166,154,164,140
170,160,168,146
180,166,176,150
186,176,186,156
190,184,190,158
194,190,196,160
204,200,204,170
208,206,210,176
212,212,220,192
216,222,228,204
226,230,232,212
226,232,238,218
230,238,240,228
234,240,244,232
232,242,246,232
234,246,246,232
232,246,246,232
236,248,248,234
242,252,250,242
250,256,254,246
258,262,258,250
262,266,262,258
274,272,266,268
282,280,272,276
288,284,276,286
294,292,282,292
304,296,286,308
312,306,294,304
314,310,298,320
320,318,302,326
322,322,314,330
328,328,320,340
330,330,326,344
336,336,330,346
336,342,334,350
338,346,340,352
342,348,346,358
346,354,350,4
346,356,356,4
350,6,356,10
