hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,10,12,10
352,18,10,14
356,18,16,16
356,24,20,16
2,26,20,22
6,34,28,26
12,48,34,34
16,54,40,40
16,64,48,40
20,64,48,44
28,68,50,50
32,74,58,58
38,80,72,70
48,88,80,78
56,90,88,80
68,98,90,88
76,102,94,96
86,108,100,102
94,122,102,106
106,122,118,114
116,124,124,130
126,124,128,132
136,126,130,134
136,124,130,134
138,126,130,136
142,128,132,134
146,132,138,136
152,134,140,140
156,136,144,142
162,140,148,144
170,144,152,148
174,144,154,148
178,148,156,150
186,152,164,154
192,154,168,160
208,160,174,162
214,164,178,170
220,170,192,172
224,172,200,176
230,184,210,192
236,192,218,200
242,200,232,214
246,212,236,222
250,220,240,226
250,224,244,234
250,228,248,236
250,234,248,242
250,234,250,240
250,236,252,244
250,232,252,244
254,238,254,246
254,240,256,252
254,248,262,260
262,258,268,266
266,264,270,274
274,274,278,288
280,284,284,298
284,288,292,306
290,302,296,314
298,306,306,318
304,314,310,324
308,322,314,328
314,324,322,332
320,330,328,340
322,334,330,342
326,342,334,346
328,344,340,350
332,350,348,354
336,350,350,356
340,356,356,0
346,2,2,4
348,8,6,8
350,8,6,12
