hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,2,4,8
0,10,4,12
4,18,10,18
6,24,16,30
6,24,24,36
10,36,30,50
18,40,38,56
20,46,52,72
26,54,56,76
30,58,68,78
40,66,74,84
52,74,86,94
68,82,94,98
82,88,100,104
94,92,102,114
102,98,114,118
112,104,120,118
112,104,120,116
126,118,132,118
142,118,132,118
142,122,132,118
142,118,134,118
142,118,132,118
144,120,134,120
142,118,134,118
146,126,136,118
148,128,138,124
150,134,144,128
156,138,146,130
158,142,150,134
164,146,152,136
164,146,158,136
164,150,158,138
170,156,164,142
172,160,168,146
178,168,176,148
190,174,184,154
194,182,190,158
198,188,198,162
206,198,206,170
212,208,210,178
216,212,218,192
224,224,226,206
-1,-1,-1,-1
-1,-1,-1,-1
236,240,240,228
240,240,246,232
240,246,246,234
238,242,246,238
236,246,248,234
242,246,248,232
246,254,252,238
252,254,256,248
262,262,258,254
268,268,262,262
274,272,266,270
284,282,272,282
292,288,276,288
298,296,284,298
306,302,288,306
312,308,294,314
316,310,298,318
318,316,308,322
324,324,310,330
328,328,318,334
330,332,324,340
336,336,332,346
336,342,334,354
338,346,340,358
344,350,346,0
346,354,352,0
348,0,356,8
350,2,2,6
