hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,12,8,6
352,22,8,14
354,26,16,20
358,30,28,22
4,32,26,24
2,38,26,28
10,42,36,30
10,54,42,36
14,60,48,42
18,64,52,44
22,70,56,52
24,74,66,60
32,82,72,70
42,86,78,78
50,90,84,84
66,96,92,90
76,100,96,98
84,104,100,98
100,114,104,110
110,118,114,130
122,120,128,130
136,118,130,126
142,118,126,126
142,116,130,130
144,124,130,128
146,122,132,132
150,128,136,136
154,134,140,138
158,136,144,140
164,138,148,144
170,142,152,146
172,142,152,148
178,146,156,150
186,148,162,154
194,150,166,156
202,156,174,164
208,162,184,170
214,168,192,176
218,172,196,178
224,184,210,188
230,188,218,196
238,196,226,206
240,208,232,216
244,216,242,224
248,218,242,226
250,226,248,232
250,232,246,236
252,238,252,238
254,234,252,238
256,230,252,244
256,236,252,246
256,242,258,250
258,248,264,258
264,254,266,266
268,266,268,272
276,274,278,286
284,286,284,292
290,294,288,304
296,306,296,308
306,312,302,316
308,318,304,320
314,324,312,322
318,330,318,328
322,334,324,336
326,338,328,334
328,344,332,342
332,354,340,344
334,358,346,350
338,4,350,352
342,6,352,356
346,14,4,2
346,14,6,6
350,18,10,14
