hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,4,0,12
356,6,8,8
356,10,12,16
356,12,14,16
0,18,18,24
6,18,20,36
10,30,34,46
14,34,42,60
16,44,52,72
26,48,58,76
28,58,66,78
38,66,74,84
54,74,82,92
70,82,90,98
80,86,94,102
-1,-1,-1,-1
106,96,106,118
116,102,114,118
132,110,126,118
144,118,126,118
144,118,124,118
144,124,128,118
142,118,128,118
144,122,128,118
144,124,128,118
144,126,130,118
146,130,134,118
150,134,138,126
154,138,142,132
156,142,146,132
158,146,152,134
164,146,154,136
164,150,156,138
170,152,162,142
172,158,166,144
178,166,176,150
186,174,184,156
188,180,190,158
194,186,196,164
204,198,204,170
208,204,210,176
214,210,218,188
216,216,226,202
224,230,234,214
224,230,238,220
228,236,242,228
236,236,246,230
232,240,246,236
232,246,248,234
232,244,250,238
238,244,250,240
244,252,254,242
250,256,256,246
260,262,260,252
266,268,264,264
276,276,268,270
286,284,274,284
292,286,278,290
300,298,284,302
308,304,290,306
312,310,294,314
318,314,304,322
320,320,306,326
324,324,312,328
328,330,318,336
330,334,324,340
334,340,328,346
336,344,334,352
338,348,340,358
344,354,346,0
344,358,350,0
348,358,352,2
352,2,0,6
