hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,4,8,12
348,8,2,10
354,14,6,12
356,18,8,16
356,18,10,20
0,22,14,26
8,30,24,40
14,42,40,54
12,46,40,58
18,48,46,66
18,52,52,70
26,58,62,74
38,68,72,86
50,74,80,90
62,80,86,94
76,84,92,98
90,92,100,104
100,96,102,108
106,100,108,118
122,116,118,118
130,116,126,118
144,118,128,116
144,118,130,116
144,118,134,118
146,118,134,116
146,118,134,116
150,126,138,116
152,130,140,124
154,134,144,128
160,140,150,132
164,142,152,136
164,144,154,136
166,148,156,138
172,152,164,142
176,156,168,144
186,166,176,152
196,174,188,160
202,182,198,164
206,190,200,170
214,200,210,180
216,208,216,190
222,214,226,204
228,220,232,212
234,230,240,224
234,232,246,232
240,244,250,240
244,248,254,248
244,248,254,248
246,248,256,250
248,250,258,250
250,254,256,256
254,260,260,258
262,264,264,264
266,272,268,272
276,278,272,278
284,284,280,292
294,294,286,298
300,300,292,308
308,310,296,310
312,314,302,316
318,320,308,324
322,324,314,328
326,328,318,330
328,330,322,334
330,332,328,340
332,338,330,340
336,342,336,348
338,346,338,350
340,348,344,358
344,352,346,0
346,358,348,356
348,2,356,0
350,6,0,6
