hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,12,12,6
348,16,4,2
348,16,12,8
352,22,18,10
0,24,16,18
0,30,20,20
4,36,26,28
6,44,26,28
2,54,32,34
10,56,42,40
16,62,44,42
18,70,52,54
30,76,70,66
36,80,74,74
46,84,78,80
56,90,82,84
64,96,90,90
76,96,94,96
84,104,98,104
102,110,108,116
114,118,112,124
122,122,114,128
124,122,126,128
132,116,124,130
136,122,128,130
134,124,126,134
144,126,130,134
150,134,138,138
154,138,136,140
156,140,142,142
170,140,148,148
172,140,148,148
178,146,152,150
190,148,160,154
194,152,168,158
204,160,180,166
214,166,188,174
218,170,198,180
224,168,204,176
230,178,218,190
234,192,232,202
240,204,238,212
246,210,242,220
248,220,250,232
250,226,250,236
256,238,256,238
254,236,254,244
256,238,256,244
256,238,256,246
258,242,258,248
256,244,262,250
258,250,264,256
262,254,264,264
268,264,272,274
274,274,276,280
282,280,282,292
292,294,292,302
296,304,296,306
302,312,306,314
310,318,308,320
316,328,316,324
318,330,318,326
322,332,326,332
324,334,328,336
328,340,332,338
328,344,336,338
334,348,340,346
336,354,344,348
338,354,350,348
342,0,352,352
346,2,356,356
346,8,2,0
346,10,0,2
