hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,14,6,14
356,10,4,18
0,24,12,22
10,28,14,24
8,36,22,28
14,44,32,38
20,54,40,40
26,64,48,46
30,72,54,54
32,76,64,56
42,84,74,64
52,88,80,74
60,94,90,80
64,100,92,84
72,104,100,90
78,114,108,94
80,122,108,100
92,128,116,102
94,128,118,108
104,128,132,114
120,128,132,130
126,128,134,132
132,126,134,132
126,126,132,128
128,126,134,132
132,132,136,130
138,134,142,134
148,138,142,136
154,140,146,138
160,142,148,142
168,146,152,144
170,148,154,146
172,148,156,148
186,152,164,150
194,156,166,150
202,164,172,158
208,170,184,164
218,172,190,166
224,178,192,170
234,190,202,184
236,194,214,192
246,206,222,204
248,212,230,214
250,220,232,228
248,226,236,232
248,230,242,232
248,232,242,232
250,232,246,234
250,232,246,238
250,238,246,240
250,236,248,242
250,240,250,248
254,244,252,248
258,250,258,260
262,256,262,270
268,264,270,282
276,272,274,292
280,276,280,306
286,286,284,316
292,292,294,320
298,302,298,324
304,306,306,332
308,312,312,334
312,320,316,342
318,324,326,348
322,328,326,352
328,334,334,356
332,346,340,0
336,344,344,2
-1,-1,-1,-1
-1,-1,-1,-1
350,358,358,18
350,2,0,14
