sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(8, 16, 19, 26, 27)",76,baseline_global_guarded,0.31300000,3->8,"[3->8, 11->19, 18->16, 28->19, 11->26]","{'3->8': '0.31300000', '11->19': '0.34300000', '18->16': '0.37300000', '28->19': '0.38700000', '11->26': '0.40600000'}"
2,"(14, 21, 22, 27, 28)",22,baseline_global_guarded,0.30700000,8->27,"[8->27, 11->14, 26->28, 18->27, 26->21]","{'8->27': '0.30700000', '11->14': '0.31300000', '26->28': '0.32100000', '18->27': '0.33700000', '26->21': '0.35400000'}"
3,"(3, 14, 18, 26, 27)",4,baseline_global_guarded,0.24200000,28->27,"[28->27, 8->14, 28->14, 11->27, 21->18, 16->14]","{'28->27': '0.24200000', '8->14': '0.26300000', '28->14': '0.31800000', '11->27': '0.38400000', '21->18': '0.38500000', '16->14': '0.40100000'}"
4,"(11, 16, 18, 21, 28)",131,baseline_global_guarded,0.36800000,3->11,"[3->11, 22->18, 26->21, 26->18, 3->16]","{'3->11': '0.36800000', '22->18': '0.36800000', '26->21': '0.40100000', '26->18': '0.42600000', '3->16': '0.44300000'}"
5,"(3, 8, 11, 16, 28)",66,baseline_global_guarded,0.38600000,22->3,"[22->3, 18->28, 26->11, 22->8, 18->16]","{'22->3': '0.38600000', '18->28': '0.39100000', '26->11': '0.40800000', '22->8': '0.41100000', '18->16': '0.41300000'}"
