sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
2,"(8, 14, 16, 18, 21, 22, 26)",36,baseline_global_guarded,0.35100000,27->21,"[27->21, 11->16, 28->16, 11->26, 28->21]","{'27->21': '0.35100000', '11->16': '0.35400000', '28->16': '0.36000000', '11->26': '0.38500000', '28->21': '0.39300000'}"
3,"(3, 8, 11, 18, 21, 22, 28)",102,baseline_global_guarded,0.40500000,26->11,"[26->11, 27->3, 27->22, 27->11, 26->28]","{'26->11': '0.40500000', '27->3': '0.43400000', '27->22': '0.43900000', '27->11': '0.44500000', '26->28': '0.44600000'}"
1,"(3, 8, 14, 18, 19, 22, 27)",19,baseline_global_guarded,0.34900000,16->22,"[16->22, 21->19, 11->19, 11->22, 26->22, 28->14]","{'16->22': '0.34900000', '21->19': '0.36000000', '11->19': '0.36200000', '11->22': '0.37200000', '26->22': '0.38400000', '28->14': '0.40800000'}"
4,"(8, 11, 18, 19, 21, 26, 27)",25,baseline_global_guarded,0.36700000,22->11,"[22->11, 3->8, 28->8, 3->18, 3->27]","{'22->11': '0.36700000', '3->8': '0.37700000', '28->8': '0.40700000', '3->18': '0.41400000', '3->27': '0.42100000'}"
5,"(3, 8, 11, 21, 22, 26, 27)",23,baseline_global_guarded,0.40200000,18->3,"[18->3, 18->26, 16->11, 16->26, 16->3]","{'18->3': '0.40200000', '18->26': '0.40700000', '16->11': '0.42200000', '16->26': '0.42600000', '16->3': '0.42700000'}"
