device,light,position1,position2,position3,best_probe_count,ber,csv_file1,csv_file2,csv_file3,bit_blocks
15pro,mid,1,2,3,8,0.1,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\3.csv,"[[1, 1, 1], [-1, -1, 1], [-1, 1, -1], [-1, -1, 1], [-1, -1, -1], [1, -1, -1], [-1, 1, -1], [-1, -1, 1], [1, -1, 1], [1, -1, -1]]"
15pro,mid,1,2,4,19,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\4.csv,"[[-1, -1, -1], [1, 1, -1], [-1, 1, -1], [1, -1, -1], [1, 1, 1], [-1, -1, 1], [1, -1, -1], [1, -1, -1], [-1, -1, 1], [-1, 1, -1]]"
15pro,mid,1,2,5,6,0.23333333333333334,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\5.csv,"[[-1, -1, 1], [1, -1, 1], [-1, 1, 1], [-1, 1, 1], [1, 1, -1], [1, 1, -1], [-1, -1, 1], [-1, -1, -1], [-1, 1, -1], [-1, 1, 1]]"
15pro,mid,1,2,6,20,0.1,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\6.csv,"[[-1, -1, -1], [-1, -1, -1], [1, -1, 1], [-1, -1, -1], [1, 1, 1], [-1, 1, -1], [-1, -1, 1], [-1, 1, 1], [-1, 1, -1], [-1, -1, -1]]"
15pro,mid,1,2,9,20,0.1,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\9.csv,"[[1, 1, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [-1, 1, 1], [-1, -1, -1], [-1, -1, -1], [-1, 1, -1], [-1, 1, 1], [1, 1, -1]]"
15pro,mid,1,2,10,19,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\10.csv,"[[-1, 1, 1], [-1, 1, 1], [1, 1, -1], [1, -1, -1], [1, 1, 1], [1, -1, -1], [-1, 1, -1], [1, -1, 1], [-1, -1, 1], [-1, 1, -1]]"
15pro,mid,1,2,13,6,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\13.csv,"[[-1, -1, -1], [-1, 1, 1], [1, 1, 1], [1, -1, -1], [1, -1, 1], [1, 1, -1], [-1, 1, 1], [-1, -1, 1], [-1, 1, -1], [1, 1, 1]]"
15pro,mid,1,2,14,8,0.4666666666666667,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\14.csv,"[[1, 1, -1], [1, 1, -1], [1, -1, -1], [1, -1, 1], [1, 1, -1], [-1, -1, 1], [1, 1, 1], [1, 1, -1], [-1, -1, 1], [1, -1, 1]]"
15pro,mid,1,2,15,19,0.1,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\15.csv,"[[1, 1, -1], [-1, -1, 1], [1, -1, -1], [1, -1, -1], [-1, -1, -1], [1, 1, 1], [-1, -1, 1], [-1, -1, -1], [-1, -1, -1], [1, 1, 1]]"
15pro,mid,1,2,16,8,0.1,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\16.csv,"[[1, -1, -1], [-1, -1, 1], [1, -1, -1], [-1, 1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, 1], [1, -1, 1], [-1, 1, -1], [1, -1, -1]]"
15pro,mid,1,2,17,5,0.6,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\17.csv,"[[1, 1, -1], [1, 1, -1], [-1, 1, 1], [-1, -1, 1], [1, -1, -1], [1, -1, 1], [-1, -1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,2,18,5,0.2,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\18.csv,"[[1, -1, 1], [-1, 1, -1], [1, 1, 1], [-1, 1, -1], [-1, -1, 1], [1, 1, 1], [-1, -1, -1], [1, 1, 1], [1, -1, -1], [1, 1, 1]]"
15pro,mid,1,2,19,8,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\19.csv,"[[1, -1, -1], [1, 1, 1], [-1, -1, -1], [-1, 1, 1], [1, -1, 1], [-1, 1, -1], [-1, 1, -1], [-1, 1, -1], [-1, -1, -1], [-1, 1, -1]]"
15pro,mid,1,2,20,8,0.13333333333333333,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\20.csv,"[[-1, -1, -1], [-1, 1, -1], [-1, -1, 1], [1, 1, 1], [-1, -1, 1], [-1, -1, -1], [1, -1, -1], [1, 1, -1], [-1, 1, 1], [-1, 1, 1]]"
15pro,mid,1,2,21,11,0.03333333333333333,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\21.csv,"[[-1, -1, -1], [1, -1, 1], [-1, -1, -1], [1, 1, -1], [-1, 1, 1], [1, 1, 1], [-1, 1, -1], [-1, -1, 1], [1, 1, 1], [1, 1, -1]]"
15pro,mid,1,2,22,11,0.06666666666666667,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\22.csv,"[[1, 1, 1], [1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 1, -1], [1, -1, -1], [-1, 1, -1], [-1, 1, -1]]"
15pro,mid,1,2,23,5,0.4,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\23.csv,"[[-1, -1, 1], [1, -1, 1], [-1, 1, -1], [1, -1, -1], [1, -1, -1], [1, 1, -1], [-1, -1, -1], [1, -1, -1], [-1, 1, -1], [1, 1, -1]]"
15pro,mid,1,2,24,7,0.03333333333333333,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\24.csv,"[[-1, -1, 1], [1, -1, 1], [1, 1, -1], [1, 1, -1], [1, -1, 1], [-1, 1, 1], [1, -1, -1], [1, -1, -1], [-1, -1, -1], [-1, 1, 1]]"
15pro,mid,1,2,25,8,0.06666666666666667,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\25.csv,"[[1, 1, 1], [1, -1, -1], [-1, -1, 1], [-1, -1, 1], [-1, 1, -1], [-1, -1, 1], [-1, -1, -1], [-1, -1, -1], [-1, 1, -1], [1, 1, 1]]"
15pro,mid,1,2,26,5,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\26.csv,"[[1, 1, 1], [1, 1, -1], [-1, -1, 1], [-1, 1, -1], [-1, -1, -1], [1, 1, -1], [-1, 1, 1], [1, -1, 1], [-1, 1, 1], [1, -1, -1]]"
15pro,mid,1,2,27,7,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\27.csv,"[[1, -1, -1], [-1, 1, 1], [1, -1, -1], [1, 1, 1], [-1, -1, -1], [-1, 1, 1], [-1, -1, -1], [1, -1, 1], [-1, -1, -1], [1, 1, -1]]"
15pro,mid,1,2,28,8,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\2.csv,data\15pro\mid\28.csv,"[[-1, -1, 1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [1, 1, -1], [1, 1, -1], [-1, -1, 1], [-1, 1, 1], [1, 1, 1], [-1, 1, 1]]"
15pro,mid,1,3,4,19,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\4.csv,"[[-1, 1, -1], [-1, -1, -1], [-1, 1, -1], [1, -1, 1], [-1, 1, -1], [-1, 1, -1], [-1, -1, 1], [-1, -1, -1], [1, -1, 1], [1, -1, 1]]"
15pro,mid,1,3,6,12,0.03333333333333333,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\6.csv,"[[1, -1, 1], [-1, -1, -1], [1, 1, -1], [1, 1, -1], [-1, 1, 1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, -1]]"
15pro,mid,1,3,8,10,0.2,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\8.csv,"[[1, 1, -1], [1, -1, 1], [-1, 1, 1], [-1, 1, -1], [-1, 1, 1], [1, -1, 1], [-1, -1, -1], [-1, -1, -1], [-1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,3,9,11,0.06666666666666667,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\9.csv,"[[-1, -1, -1], [-1, -1, 1], [-1, -1, -1], [1, -1, -1], [-1, 1, -1], [1, 1, -1], [-1, 1, -1], [-1, 1, 1], [-1, -1, -1], [1, 1, 1]]"
15pro,mid,1,3,12,10,0.03333333333333333,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\12.csv,"[[1, -1, 1], [1, -1, 1], [1, -1, 1], [-1, 1, -1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1], [-1, -1, 1], [-1, -1, 1], [1, -1, -1]]"
15pro,mid,1,3,13,10,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\13.csv,"[[-1, -1, -1], [1, 1, 1], [-1, -1, 1], [1, 1, -1], [-1, 1, -1], [-1, 1, 1], [1, -1, -1], [-1, -1, 1], [-1, -1, 1], [1, 1, -1]]"
15pro,mid,1,3,14,11,0.1,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\14.csv,"[[1, -1, 1], [-1, 1, 1], [-1, 1, 1], [1, -1, 1], [1, 1, 1], [1, -1, -1], [1, -1, -1], [-1, -1, 1], [-1, 1, -1], [1, 1, 1]]"
15pro,mid,1,3,15,11,0.1,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\15.csv,"[[-1, 1, 1], [-1, 1, -1], [1, -1, 1], [1, 1, 1], [-1, -1, 1], [-1, 1, 1], [-1, 1, 1], [1, 1, -1], [-1, -1, 1], [1, 1, 1]]"
15pro,mid,1,3,16,11,0.13333333333333333,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\16.csv,"[[-1, -1, 1], [1, -1, -1], [1, 1, 1], [-1, 1, -1], [1, 1, 1], [1, 1, -1], [-1, -1, -1], [-1, -1, -1], [1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,3,18,9,0.26666666666666666,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\18.csv,"[[-1, -1, -1], [1, 1, 1], [-1, -1, -1], [1, 1, 1], [1, -1, -1], [1, -1, -1], [1, 1, -1], [1, -1, -1], [-1, -1, 1], [1, 1, -1]]"
15pro,mid,1,3,19,19,0.2,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\19.csv,"[[-1, 1, 1], [-1, 1, -1], [-1, 1, 1], [-1, 1, 1], [-1, 1, -1], [-1, 1, 1], [-1, -1, -1], [1, -1, 1], [-1, 1, -1], [-1, -1, 1]]"
15pro,mid,1,3,20,19,0.23333333333333334,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\20.csv,"[[-1, 1, 1], [1, -1, -1], [1, -1, -1], [-1, 1, -1], [-1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, -1], [1, -1, -1], [1, 1, 1]]"
15pro,mid,1,3,21,12,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\21.csv,"[[1, 1, 1], [1, 1, 1], [1, -1, 1], [-1, -1, -1], [1, -1, -1], [1, 1, 1], [1, -1, 1], [-1, 1, 1], [1, -1, 1], [1, -1, -1]]"
15pro,mid,1,3,22,11,0.2,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\22.csv,"[[1, -1, 1], [-1, -1, 1], [-1, -1, 1], [1, 1, 1], [-1, -1, 1], [-1, -1, 1], [1, -1, -1], [-1, 1, -1], [-1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,3,23,9,0.26666666666666666,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\23.csv,"[[1, 1, -1], [-1, -1, -1], [-1, 1, 1], [1, 1, -1], [1, 1, 1], [1, -1, -1], [-1, 1, -1], [-1, -1, 1], [1, 1, -1], [1, -1, -1]]"
15pro,mid,1,3,24,9,0.23333333333333334,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\24.csv,"[[-1, -1, 1], [1, 1, -1], [-1, 1, 1], [-1, -1, -1], [-1, 1, 1], [-1, 1, -1], [1, -1, 1], [-1, -1, 1], [1, -1, -1], [1, -1, 1]]"
15pro,mid,1,3,25,11,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\25.csv,"[[1, 1, -1], [1, -1, 1], [1, -1, -1], [-1, 1, 1], [-1, -1, 1], [-1, 1, -1], [-1, 1, 1], [1, -1, -1], [-1, -1, -1], [-1, -1, -1]]"
15pro,mid,1,3,26,10,0.1,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\26.csv,"[[-1, 1, -1], [1, 1, -1], [-1, 1, 1], [-1, -1, 1], [-1, -1, -1], [-1, -1, 1], [-1, -1, 1], [1, -1, -1], [-1, -1, -1], [-1, -1, 1]]"
15pro,mid,1,3,27,9,0.2,data\15pro\mid\1.csv,data\15pro\mid\3.csv,data\15pro\mid\27.csv,"[[1, 1, -1], [-1, 1, -1], [-1, -1, -1], [-1, -1, -1], [-1, -1, -1], [1, 1, 1], [1, -1, 1], [1, -1, -1], [-1, -1, -1], [1, -1, -1]]"
15pro,mid,1,4,5,8,0.2,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\5.csv,"[[-1, -1, 1], [-1, 1, -1], [-1, 1, -1], [1, 1, -1], [-1, 1, -1], [-1, 1, 1], [-1, 1, 1], [-1, 1, -1], [-1, 1, -1], [-1, 1, -1]]"
15pro,mid,1,4,6,14,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\6.csv,"[[-1, -1, 1], [-1, 1, -1], [-1, 1, 1], [1, -1, 1], [1, -1, -1], [-1, 1, 1], [-1, 1, -1], [-1, 1, -1], [-1, 1, -1], [-1, -1, 1]]"
15pro,mid,1,4,7,20,0.26666666666666666,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\7.csv,"[[-1, -1, 1], [-1, -1, -1], [-1, -1, 1], [-1, -1, 1], [-1, 1, -1], [1, -1, -1], [1, -1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,4,8,8,0.4,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\8.csv,"[[-1, 1, -1], [1, -1, -1], [-1, 1, 1], [-1, 1, 1], [1, 1, 1], [-1, 1, 1], [1, 1, -1], [-1, 1, 1], [1, -1, 1], [1, -1, -1]]"
15pro,mid,1,4,9,14,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\9.csv,"[[-1, 1, 1], [-1, -1, 1], [1, 1, -1], [1, -1, 1], [1, 1, 1], [1, 1, 1], [-1, 1, 1], [1, -1, -1], [-1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,4,10,19,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\10.csv,"[[-1, 1, 1], [1, -1, -1], [1, 1, 1], [-1, 1, -1], [-1, -1, -1], [-1, -1, -1], [1, 1, 1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1]]"
15pro,mid,1,4,11,9,0.3,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\11.csv,"[[1, -1, -1], [1, 1, -1], [1, -1, -1], [-1, 1, 1], [1, -1, -1], [1, -1, -1], [1, -1, 1], [1, -1, 1], [1, -1, 1], [1, 1, -1]]"
15pro,mid,1,4,12,7,0.13333333333333333,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\12.csv,"[[1, 1, 1], [1, -1, -1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, 1], [1, 1, -1], [-1, -1, 1], [-1, 1, 1]]"
15pro,mid,1,4,13,8,0.2,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\13.csv,"[[-1, 1, 1], [1, 1, -1], [-1, 1, -1], [-1, -1, 1], [-1, 1, -1], [-1, -1, -1], [1, -1, -1], [-1, 1, -1], [1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,4,14,10,0.1,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\14.csv,"[[1, -1, -1], [-1, 1, 1], [-1, -1, -1], [-1, 1, 1], [-1, -1, -1], [1, 1, 1], [-1, 1, -1], [1, -1, -1], [1, -1, 1], [1, -1, -1]]"
15pro,mid,1,4,15,14,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\15.csv,"[[1, 1, -1], [1, 1, 1], [1, 1, 1], [-1, 1, 1], [-1, 1, -1], [-1, 1, 1], [1, 1, 1], [1, -1, -1], [1, 1, -1], [1, -1, -1]]"
15pro,mid,1,4,16,10,0.2,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\16.csv,"[[-1, -1, 1], [-1, -1, 1], [1, 1, 1], [-1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 1, 1], [-1, 1, 1], [1, -1, 1], [1, 1, 1]]"
15pro,mid,1,4,17,7,0.06666666666666667,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\17.csv,"[[-1, -1, 1], [1, -1, -1], [1, 1, -1], [-1, 1, -1], [1, 1, -1], [1, 1, -1], [1, -1, 1], [-1, -1, 1], [-1, 1, -1], [1, -1, 1]]"
15pro,mid,1,4,18,7,0.06666666666666667,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\18.csv,"[[-1, -1, -1], [1, -1, -1], [-1, -1, -1], [1, 1, 1], [1, -1, -1], [-1, 1, -1], [-1, 1, -1], [1, -1, -1], [1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,4,19,10,0.06666666666666667,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\19.csv,"[[1, 1, 1], [-1, 1, -1], [1, 1, 1], [-1, 1, 1], [-1, -1, 1], [-1, -1, -1], [1, 1, 1], [-1, 1, -1], [1, 1, 1], [-1, 1, -1]]"
15pro,mid,1,4,20,10,0.2,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\20.csv,"[[-1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, 1, -1], [1, 1, -1], [1, 1, -1], [-1, -1, -1], [1, 1, 1], [1, 1, -1], [-1, -1, -1]]"
15pro,mid,1,4,21,8,0.13333333333333333,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\21.csv,"[[-1, 1, 1], [1, -1, 1], [1, 1, 1], [1, -1, -1], [-1, 1, 1], [-1, 1, -1], [1, -1, 1], [1, 1, -1], [1, 1, -1], [-1, -1, 1]]"
15pro,mid,1,4,22,19,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\22.csv,"[[-1, -1, -1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 1, 1], [1, -1, -1], [1, -1, -1], [-1, 1, -1], [1, 1, -1], [1, -1, 1]]"
15pro,mid,1,4,23,9,0.3,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\23.csv,"[[1, -1, -1], [1, 1, -1], [1, 1, 1], [1, 1, -1], [-1, 1, -1], [-1, -1, -1], [1, 1, -1], [1, 1, -1], [1, -1, 1], [-1, 1, -1]]"
15pro,mid,1,4,24,7,0.3,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\24.csv,"[[-1, 1, -1], [-1, -1, -1], [1, -1, 1], [1, 1, 1], [-1, -1, 1], [1, 1, 1], [1, -1, -1], [1, 1, -1], [-1, 1, -1], [1, -1, -1]]"
15pro,mid,1,4,25,19,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\25.csv,"[[1, 1, 1], [1, 1, -1], [-1, -1, 1], [-1, 1, -1], [1, -1, 1], [-1, 1, 1], [-1, -1, 1], [-1, -1, 1], [1, -1, 1], [-1, 1, 1]]"
15pro,mid,1,4,26,15,0.4,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\26.csv,"[[-1, -1, -1], [-1, -1, -1], [1, -1, 1], [-1, -1, -1], [1, -1, -1], [1, 1, 1], [1, -1, 1], [-1, 1, 1], [-1, 1, -1], [-1, 1, -1]]"
15pro,mid,1,4,27,9,0.26666666666666666,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\27.csv,"[[1, -1, 1], [1, -1, -1], [1, 1, -1], [1, 1, -1], [-1, 1, 1], [1, -1, -1], [-1, -1, 1], [1, 1, -1], [-1, -1, 1], [-1, -1, -1]]"
15pro,mid,1,4,28,14,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\4.csv,data\15pro\mid\28.csv,"[[1, -1, -1], [-1, 1, 1], [-1, -1, -1], [-1, 1, -1], [-1, 1, 1], [1, 1, -1], [1, 1, 1], [1, -1, 1], [1, 1, -1], [1, -1, -1]]"
15pro,mid,1,5,7,8,0.1,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\7.csv,"[[-1, 1, -1], [-1, 1, 1], [-1, 1, -1], [-1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, -1], [-1, 1, 1], [1, -1, -1], [1, -1, 1]]"
15pro,mid,1,5,8,6,0.16666666666666666,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\8.csv,"[[1, 1, 1], [-1, -1, 1], [1, -1, 1], [-1, 1, 1], [1, 1, 1], [-1, 1, -1], [1, 1, 1], [-1, 1, -1], [1, 1, 1], [1, 1, 1]]"
15pro,mid,1,5,10,8,0.03333333333333333,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\10.csv,"[[1, -1, -1], [1, 1, 1], [1, 1, -1], [-1, 1, -1], [-1, 1, 1], [1, 1, 1], [1, 1, 1], [-1, -1, -1], [-1, -1, -1], [-1, -1, -1]]"
15pro,mid,1,5,12,6,0.5333333333333333,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\12.csv,"[[1, -1, 1], [-1, 1, -1], [1, 1, -1], [-1, 1, 1], [1, 1, 1], [1, 1, 1], [-1, -1, -1], [1, -1, -1], [1, -1, 1], [1, -1, 1]]"
15pro,mid,1,5,13,10,0.13333333333333333,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\13.csv,"[[1, -1, -1], [1, 1, 1], [-1, 1, -1], [1, 1, 1], [-1, -1, 1], [1, -1, 1], [1, -1, -1], [-1, -1, 1], [-1, -1, -1], [-1, -1, -1]]"
15pro,mid,1,5,18,5,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\18.csv,"[[-1, 1, -1], [1, 1, -1], [-1, 1, 1], [-1, -1, 1], [1, 1, 1], [-1, 1, 1], [1, 1, -1], [1, 1, 1], [-1, -1, 1], [1, 1, -1]]"
15pro,mid,1,5,21,10,0.23333333333333334,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\21.csv,"[[-1, 1, 1], [1, -1, -1], [1, -1, -1], [1, -1, -1], [-1, 1, 1], [1, -1, -1], [1, 1, 1], [1, -1, 1], [-1, 1, -1], [1, 1, -1]]"
15pro,mid,1,5,23,5,0.4,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\23.csv,"[[-1, -1, 1], [-1, 1, -1], [1, 1, -1], [1, -1, -1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 1, -1]]"
15pro,mid,1,5,24,9,0.36666666666666664,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\24.csv,"[[-1, 1, 1], [1, -1, 1], [1, 1, -1], [1, -1, -1], [-1, -1, 1], [-1, 1, -1], [-1, -1, 1], [1, -1, 1], [1, -1, -1], [-1, 1, 1]]"
15pro,mid,1,5,26,5,0.26666666666666666,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\26.csv,"[[1, -1, 1], [1, -1, -1], [-1, 1, -1], [-1, -1, -1], [-1, 1, -1], [1, 1, -1], [-1, -1, -1], [1, 1, -1], [1, -1, 1], [1, -1, -1]]"
15pro,mid,1,5,27,9,0.36666666666666664,data\15pro\mid\1.csv,data\15pro\mid\5.csv,data\15pro\mid\27.csv,"[[1, -1, 1], [1, 1, 1], [-1, 1, -1], [-1, 1, 1], [1, 1, -1], [1, -1, 1], [1, -1, 1], [1, 1, 1], [1, -1, -1], [-1, -1, 1]]"
15pro,mid,1,6,9,9,0.03333333333333333,data\15pro\mid\1.csv,data\15pro\mid\6.csv,data\15pro\mid\9.csv,"[[-1, -1, -1], [-1, -1, 1], [1, -1, 1], [1, -1, 1], [-1, 1, -1], [-1, -1, -1], [-1, 1, 1], [1, -1, -1], [1, -1, -1], [-1, -1, 1]]"
15pro,mid,1,6,12,8,0.03333333333333333,data\15pro\mid\1.csv,data\15pro\mid\6.csv,data\15pro\mid\12.csv,"[[-1, 1, 1], [-1, -1, -1], [-1, -1, -1], [1, -1, 1], [-1, -1, -1], [-1, -1, 1], [-1, -1, -1], [-1, -1, -1], [-1, -1, 1], [-1, -1, 1]]"
15pro,mid,1,6,15,17,0.3,data\15pro\mid\1.csv,data\15pro\mid\6.csv,data\15pro\mid\15.csv,"[[-1, 1, 1], [1, -1, 1], [1, -1, 1], [1, -1, 1], [1, -1, 1], [-1, 1, 1], [1, 1, 1], [-1, -1, -1], [-1, 1, 1], [-1, -1, 1]]"
15pro,mid,1,6,17,5,0.7666666666666667,data\15pro\mid\1.csv,data\15pro\mid\6.csv,data\15pro\mid\17.csv,"[[1, 1, -1], [-1, 1, 1], [-1, -1, -1], [1, -1, -1], [-1, -1, -1], [1, 1, 1], [-1, -1, -1], [1, 1, 1], [1, 1, -1], [-1, 1, 1]]"
15pro,mid,1,6,18,5,0.5,data\15pro\mid\1.csv,data\15pro\mid\6.csv,data\15pro\mid\18.csv,"[[-1, 1, -1], [1, 1, -1], [1, -1, 1], [-1, 1, -1], [-1, 1, 1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1], [-1, 1, 1], [-1, -1, 1]]"
15pro,mid,1,6,21,11,0.06666666666666667,data\15pro\mid\1.csv,data\15pro\mid\6.csv,data\15pro\mid\21.csv,"[[-1, 1, 1], [1, -1, 1], [1, -1, -1], [-1, -1, 1], [1, 1, -1], [-1, 1, 1], [1, 1, -1], [1, -1, 1], [1, -1, 1], [-1, 1, -1]]"
15pro,mid,1,6,23,5,0.3333333333333333,data\15pro\mid\1.csv,data\15pro\mid\6.csv,data\15pro\mid\23.csv,"[[1, -1, -1], [1, -1, -1], [1, -1, -1], [-1, 1, -1], [1, 1, 1], [-1, 1, 1], [-1, 1, -1], [-1, -1, -1], [1, 1, -1], [-1, -1, 1]]"
15pro,mid,1,6,24,7,0.03333333333333333,data\15pro\mid\1.csv,data\15pro\mid\6.csv,data\15pro\mid\24.csv,"[[1, -1, 1], [1, -1, -1], [1, 1, 1], [1, -1, -1], [-1, -1, -1], [1, 1, -1], [1, 1, -1], [-1, -1, -1], [-1, -1, 1], [-1, -1, -1]]"
