device,light,position1,position2,position3,best_probe_count,ber,csv_file1,csv_file2,csv_file3,bit_blocks
15pro,yellow,5,16,26,6,0.13333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\16.csv,data\15pro\yellow\26.csv,"[[1, -1, 1], [-1, -1, -1], [-1, -1, 1], [-1, -1, 1], [1, 1, -1], [-1, -1, 1], [-1, 1, -1], [1, -1, 1], [1, -1, 1], [-1, 1, -1]]"
15pro,yellow,5,16,27,5,0.13333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\16.csv,data\15pro\yellow\27.csv,"[[-1, -1, 1], [-1, -1, -1], [-1, -1, 1], [-1, -1, -1], [1, -1, -1], [1, -1, 1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 1, -1]]"
15pro,yellow,5,16,28,6,0.1,data\15pro\yellow\5.csv,data\15pro\yellow\16.csv,data\15pro\yellow\28.csv,"[[1, -1, -1], [-1, 1, -1], [1, -1, -1], [-1, 1, 1], [-1, -1, -1], [1, -1, -1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1], [1, -1, -1]]"
15pro,yellow,5,17,19,6,0.16666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\17.csv,data\15pro\yellow\19.csv,"[[1, 1, 1], [1, 1, 1], [-1, 1, -1], [1, -1, 1], [1, -1, 1], [-1, -1, 1], [-1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -1, 1]]"
15pro,yellow,5,17,20,7,0.13333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\17.csv,data\15pro\yellow\20.csv,"[[-1, 1, 1], [1, 1, -1], [-1, 1, -1], [1, 1, -1], [1, 1, 1], [1, 1, -1], [-1, 1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, 1]]"
15pro,yellow,5,17,22,6,0.16666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\17.csv,data\15pro\yellow\22.csv,"[[-1, -1, -1], [1, -1, -1], [1, 1, 1], [-1, 1, 1], [-1, 1, -1], [1, 1, 1], [-1, 1, 1], [-1, -1, -1], [1, -1, -1], [1, -1, 1]]"
15pro,yellow,5,17,23,7,0.1,data\15pro\yellow\5.csv,data\15pro\yellow\17.csv,data\15pro\yellow\23.csv,"[[1, -1, 1], [-1, 1, -1], [-1, -1, -1], [1, 1, -1], [-1, -1, 1], [-1, 1, -1], [1, 1, 1], [1, 1, 1], [1, -1, -1], [1, -1, 1]]"
15pro,yellow,5,17,28,6,0.2,data\15pro\yellow\5.csv,data\15pro\yellow\17.csv,data\15pro\yellow\28.csv,"[[-1, 1, 1], [1, 1, 1], [1, -1, 1], [-1, 1, 1], [-1, -1, -1], [-1, 1, -1], [1, -1, 1], [-1, 1, 1], [-1, -1, 1], [-1, -1, -1]]"
15pro,yellow,5,18,19,6,0.2,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\19.csv,"[[-1, 1, -1], [-1, -1, -1], [-1, 1, 1], [-1, -1, 1], [1, -1, -1], [-1, -1, -1], [-1, 1, 1], [1, 1, 1], [-1, 1, -1], [-1, -1, 1]]"
15pro,yellow,5,18,20,6,0.03333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\20.csv,"[[1, 1, -1], [-1, -1, -1], [1, 1, 1], [1, -1, -1], [1, 1, 1], [1, -1, 1], [-1, 1, -1], [-1, -1, -1], [-1, 1, -1], [1, -1, 1]]"
15pro,yellow,5,18,21,8,0.26666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\21.csv,"[[1, 1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, -1], [1, 1, 1], [1, 1, -1], [-1, -1, -1], [1, 1, 1], [-1, 1, -1], [1, 1, -1]]"
15pro,yellow,5,18,23,6,0.3333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\23.csv,"[[-1, 1, -1], [1, 1, 1], [1, 1, -1], [-1, 1, 1], [1, 1, -1], [1, -1, -1], [1, -1, -1], [1, 1, 1], [1, -1, 1], [1, -1, -1]]"
15pro,yellow,5,18,24,6,0.1,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\24.csv,"[[-1, 1, 1], [1, -1, -1], [-1, -1, 1], [-1, 1, 1], [-1, 1, -1], [1, 1, 1], [1, 1, 1], [1, -1, -1], [1, -1, -1], [1, -1, -1]]"
15pro,yellow,5,18,25,6,0.13333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\25.csv,"[[-1, 1, 1], [-1, 1, -1], [1, -1, -1], [1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, -1], [-1, 1, 1]]"
15pro,yellow,5,18,26,6,0.23333333333333334,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\26.csv,"[[-1, -1, 1], [-1, -1, -1], [1, 1, -1], [1, 1, -1], [-1, -1, 1], [1, -1, -1], [1, 1, 1], [1, -1, 1], [1, -1, -1], [1, -1, -1]]"
15pro,yellow,5,18,27,8,0.3333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\27.csv,"[[-1, -1, 1], [1, 1, 1], [-1, 1, 1], [-1, -1, 1], [-1, 1, 1], [1, 1, -1], [-1, -1, -1], [1, 1, -1], [-1, 1, 1], [-1, -1, -1]]"
15pro,yellow,5,18,28,6,0.36666666666666664,data\15pro\yellow\5.csv,data\15pro\yellow\18.csv,data\15pro\yellow\28.csv,"[[-1, -1, -1], [-1, 1, -1], [1, 1, -1], [1, -1, 1], [-1, 1, -1], [1, 1, 1], [1, 1, 1], [-1, -1, -1], [-1, 1, -1], [1, -1, 1]]"
15pro,yellow,5,19,20,6,0.26666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\20.csv,"[[1, -1, 1], [1, 1, 1], [-1, 1, 1], [1, -1, 1], [1, 1, 1], [1, 1, -1], [-1, -1, 1], [1, 1, -1], [-1, 1, 1], [1, -1, -1]]"
15pro,yellow,5,19,21,6,0.36666666666666664,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\21.csv,"[[1, -1, 1], [-1, -1, 1], [1, 1, 1], [1, 1, -1], [1, -1, 1], [1, -1, 1], [1, 1, 1], [-1, 1, 1], [-1, 1, -1], [1, -1, -1]]"
15pro,yellow,5,19,22,6,0.16666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\22.csv,"[[-1, 1, -1], [1, -1, 1], [1, -1, 1], [-1, -1, -1], [1, 1, 1], [1, 1, 1], [-1, 1, -1], [1, 1, -1], [1, 1, -1], [-1, 1, -1]]"
15pro,yellow,5,19,23,6,0.4,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\23.csv,"[[1, -1, 1], [1, -1, 1], [-1, -1, -1], [-1, 1, -1], [1, -1, 1], [1, -1, -1], [-1, -1, 1], [-1, 1, 1], [1, 1, 1], [-1, 1, 1]]"
15pro,yellow,5,19,24,7,0.03333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\24.csv,"[[1, 1, 1], [-1, 1, -1], [-1, 1, 1], [-1, 1, 1], [1, 1, -1], [-1, 1, 1], [1, -1, -1], [1, 1, 1], [1, -1, -1], [1, 1, 1]]"
15pro,yellow,5,19,25,5,0.26666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\25.csv,"[[1, -1, 1], [-1, -1, 1], [-1, 1, -1], [-1, 1, 1], [1, 1, -1], [1, 1, -1], [1, -1, 1], [1, 1, 1], [1, -1, -1], [-1, 1, 1]]"
15pro,yellow,5,19,26,5,0.4,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\26.csv,"[[1, 1, -1], [-1, -1, 1], [-1, 1, -1], [1, -1, 1], [1, -1, -1], [-1, -1, -1], [1, 1, 1], [-1, 1, 1], [-1, 1, 1], [1, -1, -1]]"
15pro,yellow,5,19,27,5,0.3,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\27.csv,"[[1, 1, 1], [1, -1, 1], [-1, -1, -1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [-1, 1, 1], [-1, -1, -1], [-1, -1, 1], [-1, -1, -1]]"
15pro,yellow,5,19,28,8,0.03333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\19.csv,data\15pro\yellow\28.csv,"[[1, -1, -1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [-1, -1, 1], [1, -1, -1], [-1, -1, -1], [1, -1, -1], [-1, -1, -1], [1, 1, -1]]"
15pro,yellow,5,20,21,6,0.1,data\15pro\yellow\5.csv,data\15pro\yellow\20.csv,data\15pro\yellow\21.csv,"[[-1, 1, 1], [-1, -1, 1], [-1, -1, -1], [-1, -1, -1], [1, -1, 1], [-1, -1, -1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 1, 1]]"
15pro,yellow,5,20,22,6,0.3333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\20.csv,data\15pro\yellow\22.csv,"[[1, 1, 1], [1, 1, 1], [-1, 1, 1], [-1, -1, -1], [-1, -1, -1], [-1, 1, 1], [-1, -1, -1], [-1, 1, 1], [1, -1, 1], [1, -1, 1]]"
15pro,yellow,5,20,23,8,0.3,data\15pro\yellow\5.csv,data\15pro\yellow\20.csv,data\15pro\yellow\23.csv,"[[-1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, 1, -1], [1, 1, -1], [1, 1, 1], [-1, 1, -1], [-1, 1, -1], [-1, 1, -1], [-1, 1, 1]]"
15pro,yellow,5,20,24,6,0.1,data\15pro\yellow\5.csv,data\15pro\yellow\20.csv,data\15pro\yellow\24.csv,"[[1, 1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, 1], [-1, -1, -1], [1, -1, -1], [1, -1, 1], [-1, -1, -1], [1, -1, 1], [1, 1, -1]]"
15pro,yellow,5,20,25,5,0.13333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\20.csv,data\15pro\yellow\25.csv,"[[1, -1, -1], [1, -1, -1], [-1, -1, 1], [-1, 1, -1], [-1, -1, -1], [1, -1, 1], [-1, 1, -1], [1, 1, -1], [-1, -1, -1], [-1, 1, 1]]"
15pro,yellow,5,20,26,6,0.3,data\15pro\yellow\5.csv,data\15pro\yellow\20.csv,data\15pro\yellow\26.csv,"[[1, -1, -1], [-1, 1, -1], [1, -1, -1], [-1, 1, -1], [-1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [-1, -1, -1], [-1, 1, -1]]"
15pro,yellow,5,20,27,5,0.16666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\20.csv,data\15pro\yellow\27.csv,"[[-1, 1, -1], [1, 1, 1], [-1, 1, -1], [1, 1, 1], [1, 1, 1], [-1, -1, 1], [-1, 1, -1], [1, -1, -1], [-1, 1, -1], [1, -1, 1]]"
15pro,yellow,5,20,28,6,0.3333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\20.csv,data\15pro\yellow\28.csv,"[[-1, 1, 1], [-1, 1, 1], [-1, -1, 1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, -1, 1], [-1, -1, 1], [-1, 1, -1]]"
15pro,yellow,5,21,23,6,0.3333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\21.csv,data\15pro\yellow\23.csv,"[[1, 1, -1], [1, 1, -1], [1, 1, -1], [1, -1, -1], [-1, 1, 1], [-1, 1, 1], [1, -1, -1], [1, 1, 1], [1, 1, 1], [1, -1, -1]]"
15pro,yellow,5,21,24,6,0.2,data\15pro\yellow\5.csv,data\15pro\yellow\21.csv,data\15pro\yellow\24.csv,"[[1, 1, -1], [-1, 1, 1], [-1, 1, -1], [-1, -1, -1], [1, 1, 1], [-1, 1, -1], [-1, 1, -1], [-1, -1, -1], [1, -1, -1], [1, -1, -1]]"
15pro,yellow,5,21,25,6,0.13333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\21.csv,data\15pro\yellow\25.csv,"[[1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, -1, -1], [1, -1, -1], [1, 1, 1], [-1, -1, 1], [1, 1, -1], [1, -1, 1], [1, -1, 1]]"
15pro,yellow,5,21,26,6,0.13333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\21.csv,data\15pro\yellow\26.csv,"[[1, 1, 1], [-1, -1, -1], [-1, -1, -1], [-1, 1, 1], [1, -1, 1], [-1, -1, 1], [1, 1, -1], [-1, 1, -1], [-1, -1, -1], [-1, -1, 1]]"
15pro,yellow,5,21,27,8,0.2,data\15pro\yellow\5.csv,data\15pro\yellow\21.csv,data\15pro\yellow\27.csv,"[[1, 1, 1], [-1, -1, -1], [1, -1, 1], [-1, -1, -1], [-1, 1, -1], [1, 1, -1], [1, -1, -1], [1, 1, 1], [-1, -1, -1], [1, -1, 1]]"
15pro,yellow,5,21,28,6,0.4,data\15pro\yellow\5.csv,data\15pro\yellow\21.csv,data\15pro\yellow\28.csv,"[[-1, 1, -1], [1, 1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, 1], [1, 1, -1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [-1, 1, -1]]"
15pro,yellow,5,22,23,6,0.43333333333333335,data\15pro\yellow\5.csv,data\15pro\yellow\22.csv,data\15pro\yellow\23.csv,"[[1, 1, -1], [-1, 1, -1], [-1, 1, -1], [-1, -1, -1], [1, -1, 1], [-1, -1, 1], [1, -1, -1], [1, 1, -1], [1, -1, -1], [1, 1, -1]]"
15pro,yellow,5,22,24,7,0.06666666666666667,data\15pro\yellow\5.csv,data\15pro\yellow\22.csv,data\15pro\yellow\24.csv,"[[1, 1, 1], [-1, -1, 1], [-1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 1, -1], [-1, -1, 1], [1, -1, -1], [-1, -1, -1], [-1, -1, 1]]"
15pro,yellow,5,22,25,5,0.3333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\22.csv,data\15pro\yellow\25.csv,"[[-1, 1, 1], [1, -1, 1], [1, -1, 1], [-1, 1, -1], [1, -1, -1], [-1, 1, 1], [-1, -1, -1], [-1, 1, 1], [-1, 1, -1], [-1, -1, 1]]"
15pro,yellow,5,22,28,6,0.16666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\22.csv,data\15pro\yellow\28.csv,"[[-1, 1, 1], [1, -1, 1], [1, 1, -1], [1, 1, -1], [1, 1, 1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, -1, -1]]"
15pro,yellow,5,23,24,6,0.3333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\23.csv,data\15pro\yellow\24.csv,"[[1, -1, 1], [1, -1, -1], [-1, 1, -1], [1, -1, -1], [-1, -1, 1], [1, -1, 1], [1, -1, -1], [1, 1, 1], [-1, -1, -1], [1, 1, -1]]"
15pro,yellow,5,23,25,5,0.4,data\15pro\yellow\5.csv,data\15pro\yellow\23.csv,data\15pro\yellow\25.csv,"[[-1, -1, -1], [1, 1, -1], [1, -1, -1], [1, -1, 1], [-1, 1, 1], [1, -1, 1], [-1, -1, -1], [1, -1, -1], [1, 1, 1], [-1, 1, 1]]"
15pro,yellow,5,23,26,6,0.36666666666666664,data\15pro\yellow\5.csv,data\15pro\yellow\23.csv,data\15pro\yellow\26.csv,"[[-1, 1, 1], [-1, 1, -1], [1, -1, -1], [-1, 1, 1], [-1, 1, -1], [-1, -1, 1], [1, 1, 1], [-1, 1, 1], [-1, 1, 1], [1, -1, -1]]"
15pro,yellow,5,23,27,8,0.16666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\23.csv,data\15pro\yellow\27.csv,"[[-1, -1, 1], [-1, 1, 1], [1, 1, 1], [-1, -1, -1], [-1, -1, -1], [1, 1, -1], [1, 1, -1], [-1, 1, 1], [1, 1, 1], [-1, 1, -1]]"
15pro,yellow,5,23,28,6,0.4666666666666667,data\15pro\yellow\5.csv,data\15pro\yellow\23.csv,data\15pro\yellow\28.csv,"[[1, -1, 1], [-1, -1, 1], [1, 1, 1], [-1, -1, -1], [-1, 1, 1], [1, 1, 1], [-1, 1, 1], [1, -1, 1], [-1, -1, -1], [1, -1, 1]]"
15pro,yellow,5,24,26,5,0.26666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\24.csv,data\15pro\yellow\26.csv,"[[-1, -1, 1], [-1, 1, -1], [1, -1, 1], [-1, -1, -1], [1, -1, -1], [-1, 1, 1], [-1, -1, 1], [1, 1, 1], [-1, 1, 1], [-1, 1, 1]]"
15pro,yellow,5,24,27,5,0.23333333333333334,data\15pro\yellow\5.csv,data\15pro\yellow\24.csv,data\15pro\yellow\27.csv,"[[-1, 1, 1], [1, 1, 1], [1, -1, -1], [1, -1, -1], [1, 1, -1], [-1, -1, 1], [-1, -1, -1], [-1, 1, 1], [-1, 1, -1], [1, -1, -1]]"
15pro,yellow,5,24,28,6,0.2,data\15pro\yellow\5.csv,data\15pro\yellow\24.csv,data\15pro\yellow\28.csv,"[[1, 1, 1], [-1, -1, 1], [-1, 1, -1], [1, -1, -1], [1, 1, 1], [1, -1, -1], [1, 1, -1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1]]"
15pro,yellow,5,25,28,5,0.4666666666666667,data\15pro\yellow\5.csv,data\15pro\yellow\25.csv,data\15pro\yellow\28.csv,"[[1, -1, 1], [1, 1, -1], [1, -1, 1], [1, 1, -1], [1, -1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, -1], [-1, 1, 1], [-1, 1, 1]]"
15pro,yellow,5,26,27,6,0.3333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\26.csv,data\15pro\yellow\27.csv,"[[1, 1, -1], [1, -1, 1], [1, 1, -1], [1, -1, -1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [1, -1, -1], [-1, -1, 1], [-1, -1, -1]]"
15pro,yellow,5,26,28,6,0.26666666666666666,data\15pro\yellow\5.csv,data\15pro\yellow\26.csv,data\15pro\yellow\28.csv,"[[-1, -1, 1], [-1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, 1], [1, -1, -1], [-1, -1, -1], [1, 1, 1], [1, -1, 1], [1, -1, -1]]"
15pro,yellow,5,27,28,8,0.13333333333333333,data\15pro\yellow\5.csv,data\15pro\yellow\27.csv,data\15pro\yellow\28.csv,"[[1, -1, 1], [1, -1, 1], [1, -1, 1], [1, -1, 1], [-1, 1, -1], [-1, -1, 1], [1, -1, -1], [1, 1, -1], [-1, -1, -1], [1, 1, -1]]"
15pro,yellow,6,7,8,17,0.16666666666666666,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\8.csv,"[[-1, -1, -1], [1, -1, -1], [-1, -1, -1], [1, -1, 1], [1, -1, -1], [-1, -1, -1], [1, 1, 1], [1, -1, -1], [-1, -1, 1], [1, -1, 1]]"
15pro,yellow,6,7,9,5,0.2,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\9.csv,"[[1, 1, -1], [1, 1, 1], [-1, -1, -1], [-1, 1, 1], [1, -1, 1], [-1, 1, 1], [1, -1, 1], [-1, -1, -1], [1, -1, 1], [-1, -1, 1]]"
15pro,yellow,6,7,10,5,0.06666666666666667,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\10.csv,"[[1, -1, 1], [1, -1, -1], [1, 1, 1], [-1, -1, 1], [-1, 1, -1], [-1, -1, -1], [1, -1, 1], [-1, -1, 1], [1, -1, -1], [1, -1, -1]]"
15pro,yellow,6,7,11,6,0.03333333333333333,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\11.csv,"[[-1, -1, 1], [-1, -1, 1], [-1, 1, -1], [-1, 1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, -1], [1, 1, -1], [1, 1, -1], [1, 1, -1]]"
15pro,yellow,6,7,13,7,0.13333333333333333,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\13.csv,"[[1, -1, -1], [-1, 1, -1], [-1, -1, 1], [-1, -1, -1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [-1, 1, -1], [1, -1, 1], [1, 1, 1]]"
15pro,yellow,6,7,14,11,0.3,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\14.csv,"[[1, -1, 1], [-1, -1, 1], [1, 1, 1], [-1, -1, 1], [-1, 1, 1], [1, 1, -1], [1, -1, 1], [1, 1, -1], [1, 1, 1], [-1, -1, 1]]"
15pro,yellow,6,7,15,6,0.03333333333333333,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\15.csv,"[[1, 1, 1], [-1, 1, 1], [1, -1, 1], [-1, 1, 1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, -1, 1], [1, -1, -1], [1, 1, 1]]"
15pro,yellow,6,7,16,10,0.3333333333333333,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\16.csv,"[[-1, 1, -1], [-1, 1, -1], [-1, -1, 1], [1, 1, -1], [1, -1, -1], [-1, 1, -1], [-1, 1, 1], [-1, -1, 1], [1, 1, -1], [1, 1, 1]]"
15pro,yellow,6,7,17,7,0.2,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\17.csv,"[[-1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, 1], [1, -1, 1], [1, -1, 1], [-1, 1, -1], [-1, 1, -1], [-1, 1, -1], [1, -1, -1]]"
15pro,yellow,6,7,18,5,0.06666666666666667,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\18.csv,"[[-1, -1, -1], [1, -1, 1], [1, -1, -1], [-1, 1, -1], [1, -1, -1], [-1, -1, -1], [1, -1, 1], [1, 1, 1], [-1, 1, -1], [-1, -1, -1]]"
15pro,yellow,6,7,19,12,0.26666666666666666,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\19.csv,"[[1, -1, -1], [-1, 1, 1], [-1, 1, 1], [1, -1, -1], [1, 1, 1], [-1, 1, 1], [1, -1, 1], [1, 1, 1], [-1, 1, -1], [-1, 1, 1]]"
15pro,yellow,6,7,20,6,0.1,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\20.csv,"[[1, -1, -1], [-1, 1, 1], [-1, 1, -1], [1, -1, 1], [-1, 1, -1], [1, -1, -1], [1, -1, 1], [-1, -1, 1], [1, -1, -1], [1, 1, 1]]"
15pro,yellow,6,7,22,8,0.06666666666666667,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\22.csv,"[[1, -1, -1], [1, -1, -1], [1, -1, -1], [-1, 1, 1], [-1, -1, -1], [1, 1, 1], [1, -1, -1], [-1, 1, -1], [-1, 1, 1], [1, 1, 1]]"
15pro,yellow,6,7,23,6,0.3,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\23.csv,"[[1, -1, 1], [1, -1, 1], [1, -1, -1], [1, 1, 1], [-1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, -1, -1], [1, -1, 1], [-1, -1, -1]]"
15pro,yellow,6,7,24,12,0.3,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\24.csv,"[[1, 1, -1], [1, 1, 1], [1, -1, -1], [1, 1, -1], [1, -1, -1], [-1, 1, -1], [-1, 1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, 1]]"
15pro,yellow,6,7,25,6,0.16666666666666666,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\25.csv,"[[-1, -1, -1], [1, 1, -1], [1, -1, 1], [-1, -1, -1], [-1, -1, -1], [1, -1, 1], [1, -1, -1], [1, -1, 1], [1, -1, -1], [1, 1, 1]]"
15pro,yellow,6,7,26,5,0.06666666666666667,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\26.csv,"[[1, 1, 1], [-1, 1, 1], [-1, -1, 1], [-1, 1, -1], [-1, -1, 1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1], [1, -1, -1], [-1, -1, 1]]"
15pro,yellow,6,7,27,10,0.43333333333333335,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\27.csv,"[[-1, 1, -1], [1, -1, -1], [-1, 1, 1], [1, -1, -1], [1, 1, -1], [1, 1, -1], [1, -1, 1], [1, 1, 1], [-1, 1, 1], [-1, 1, 1]]"
15pro,yellow,6,7,28,5,0.2,data\15pro\yellow\6.csv,data\15pro\yellow\7.csv,data\15pro\yellow\28.csv,"[[-1, 1, 1], [1, 1, -1], [1, -1, -1], [-1, -1, -1], [-1, -1, -1], [1, 1, -1], [1, -1, -1], [-1, 1, -1], [1, 1, 1], [-1, -1, -1]]"
15pro,yellow,6,8,9,7,0.06666666666666667,data\15pro\yellow\6.csv,data\15pro\yellow\8.csv,data\15pro\yellow\9.csv,"[[1, 1, -1], [-1, -1, 1], [-1, 1, -1], [1, -1, 1], [-1, 1, 1], [-1, -1, -1], [-1, -1, 1], [1, -1, -1], [-1, 1, -1], [-1, -1, -1]]"
15pro,yellow,6,8,11,17,0.03333333333333333,data\15pro\yellow\6.csv,data\15pro\yellow\8.csv,data\15pro\yellow\11.csv,"[[1, -1, 1], [1, 1, -1], [-1, -1, -1], [1, 1, 1], [1, -1, 1], [-1, 1, 1], [1, 1, 1], [-1, 1, 1], [1, 1, 1], [1, 1, 1]]"
15pro,yellow,6,8,12,17,0.03333333333333333,data\15pro\yellow\6.csv,data\15pro\yellow\8.csv,data\15pro\yellow\12.csv,"[[-1, 1, -1], [-1, 1, -1], [1, -1, 1], [1, -1, 1], [-1, -1, -1], [1, 1, 1], [-1, 1, 1], [-1, -1, 1], [1, -1, 1], [1, -1, -1]]"
15pro,yellow,6,8,14,17,0.06666666666666667,data\15pro\yellow\6.csv,data\15pro\yellow\8.csv,data\15pro\yellow\14.csv,"[[1, -1, 1], [-1, 1, -1], [1, -1, 1], [-1, -1, 1], [-1, 1, 1], [1, -1, 1], [1, 1, -1], [-1, -1, 1], [-1, 1, -1], [1, -1, -1]]"
15pro,yellow,6,8,15,5,0.13333333333333333,data\15pro\yellow\6.csv,data\15pro\yellow\8.csv,data\15pro\yellow\15.csv,"[[1, -1, -1], [-1, 1, 1], [1, -1, -1], [-1, -1, 1], [-1, -1, -1], [1, 1, -1], [-1, 1, 1], [-1, 1, -1], [-1, -1, -1], [1, -1, 1]]"
15pro,yellow,6,8,16,17,0.06666666666666667,data\15pro\yellow\6.csv,data\15pro\yellow\8.csv,data\15pro\yellow\16.csv,"[[-1, -1, -1], [1, -1, 1], [-1, -1, 1], [1, 1, 1], [-1, 1, 1], [-1, -1, -1], [-1, -1, -1], [1, -1, -1], [1, -1, 1], [1, -1, -1]]"
15pro,yellow,6,8,17,7,0.16666666666666666,data\15pro\yellow\6.csv,data\15pro\yellow\8.csv,data\15pro\yellow\17.csv,"[[-1, 1, -1], [-1, -1, 1], [1, -1, 1], [-1, 1, -1], [1, -1, 1], [-1, 1, 1], [-1, 1, 1], [1, -1, 1], [-1, -1, -1], [1, 1, 1]]"
