k,target,num_probes,conv_code,rate,decoder_mode,calibration_ber,authorized_uncoded_ber,authorized_postfec_ber,worst_unauthorized_postfec_ber,avg_unauthorized_postfec_ber,median_unauthorized_postfec_ber,leak_positions_le_0p05,leak_positions_le_0p10,evaluated_unauthorized_positions,status
4,"(1, 4, 15, 22)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.0,0.0,0.0,0.3092105263157895,0.3426535087719298,0.3355263157894737,0,0,24,ok
4,"(8, 10, 19, 22)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.11875,0.16875,0.046052631578947366,0.3092105263157895,0.3294956140350877,0.3157894736842105,0,0,24,ok
4,"(13, 15, 21, 24)",15,conv_k3_r13,0.31666666666666665,baseline,0.0,0.0,0.0,0.29605263157894735,0.31853070175438597,0.3092105263157895,0,0,24,ok
4,"(7, 19, 25, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.03375,0.04375,0.0,0.2631578947368421,0.3327850877192982,0.3092105263157895,0,0,24,ok
4,"(6, 9, 10, 15)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.0,0.0,0.0,0.2894736842105263,0.2971491228070175,0.30263157894736836,0,0,24,ok
4,"(14, 16, 21, 23)",15,conv_k3_r13,0.31666666666666665,baseline,0.11125,0.12291666666666666,0.046052631578947366,0.29605263157894735,0.3207236842105263,0.29605263157894735,0,0,24,ok
4,"(2, 8, 17, 22)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.0,0.0,0.0,0.3092105263157895,0.3135964912280702,0.3092105263157895,0,0,24,ok
4,"(11, 14, 17, 23)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.14375,0.13333333333333333,0.13815789473684212,0.3421052631578947,0.3618421052631579,0.3684210526315789,0,0,24,ok
4,"(17, 19, 21, 26)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.06125,0.058333333333333334,0.05921052631578947,0.28289473684210525,0.32182017543859653,0.3223684210526316,0,0,24,ok
4,"(6, 10, 11, 14)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.10875,0.10416666666666667,0.14473684210526316,0.2894736842105263,0.32839912280701755,0.3289473684210526,0,0,24,ok
4,"(1, 11, 14, 22)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.0,0.0,0.0,0.29605263157894735,0.32894736842105265,0.3355263157894737,0,0,24,ok
5,"(1, 4, 6, 8, 22)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.007,0.005,0.0,0.3,0.3475972540045767,0.34210526315789475,0,0,23,ok
5,"(3, 10, 13, 18, 25)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.014,0.02,0.0,0.3315789473684211,0.3496567505720824,0.34210526315789475,0,0,23,ok
5,"(2, 9, 10, 12, 25)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.072,0.08333333333333333,0.03684210526315789,0.3315789473684211,0.3757437070938215,0.3789473684210526,0,0,23,ok
5,"(11, 14, 18, 22, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.153,0.15,0.06842105263157895,0.3157894736842105,0.36750572082379873,0.36842105263157887,0,0,23,ok
5,"(4, 13, 24, 25, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.103,0.10166666666666667,0.04736842105263158,0.3052631578947368,0.3402745995423341,0.34210526315789475,0,0,23,ok
5,"(1, 8, 10, 18, 26)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.122,0.12333333333333334,0.042105263157894736,0.3315789473684211,0.34439359267734565,0.3368421052631579,0,0,23,ok
5,"(3, 7, 12, 20, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.08,0.08,0.015789473684210527,0.3421052631578948,0.36681922196796335,0.3684210526315789,0,0,23,ok
5,"(2, 7, 10, 12, 27)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.081,0.075,0.05789473684210526,0.3,0.35743707093821514,0.3578947368421052,0,0,23,ok
5,"(3, 4, 7, 18, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.108,0.115,0.0,0.3473684210526315,0.374141876430206,0.37368421052631584,0,0,23,ok
5,"(6, 12, 18, 22, 27)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.095,0.11166666666666666,0.05263157894736842,0.3368421052631579,0.3489702517162472,0.34210526315789475,0,0,23,ok
5,"(1, 8, 10, 13, 25)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.022,0.025,0.015789473684210527,0.2947368421052632,0.3437070938215102,0.34736842105263155,0,0,23,ok
5,"(3, 12, 15, 19, 25)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.121,0.11166666666666666,0.07894736842105263,0.3157894736842105,0.34828375286041185,0.3473684210526315,0,0,23,ok
5,"(1, 7, 13, 19, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.04,0.05,0.0,0.3368421052631579,0.37345537757437064,0.36315789473684207,0,0,23,ok
5,"(6, 11, 12, 14, 16)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.178,0.17166666666666666,0.04736842105263158,0.32631578947368417,0.3576659038901601,0.3526315789473684,0,0,23,ok
