k,real_k,effective_k,virtual_stream_count,target_effective_k,sample_index,position_combination,selected_candidate_count,common_route_count,excluded_illegal_positions,authorized_max_ber,authorized_position_bers,security_min_route_min_ber,security_avg_route_min_ber,worst_route,optimizer,usage_ratio,usage_counts,selected_candidate_ids,selected_probe_sets,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,security_gain_over_anchor,floor_applied,optimizer_diagnostic,weak_routes
10,10,10,0,8,1,"(3, 8, 11, 16, 18, 19, 21, 22, 27, 28)",17,10,[14],0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.48422258,0.48634922,26->27,linprog,"[0.00000000, 0.30125960, 0.23822143, 0.29318855, 0.02389951, 0.06328272, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.02105089, 0.02642784, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.03266947]","[0, 301, 238, 293, 24, 63, 0, 0, 0, 0, 21, 27, 0, 0, 0, 0, 33]","[61, 121, 313, 21, 53, 265, 297, 137, 329, 89, 217, 105, 281, 201, 249, 45, 169]","[5, 25, 40, 110, 115, 120, 125, 170, 180, 195, 265, 275, 280, 300, 335] | [5, 10, 45, 110, 140, 170, 180, 230, 250, 255, 260, 270, 295, 330, 355] | [30, 80, 100, 120, 130, 195, 205, 220, 250, 255, 270, 275, 290, 320, 355] | [55, 70, 105, 130, 145, 225, 240, 255, 270, 290, 295, 300, 315, 320, 345] | [65, 70, 85, 140, 145, 150, 155, 165, 210, 235, 270, 295, 300, 315, 325] | [10, 30, 40, 45, 55, 75, 105, 125, 140, 180, 200, 220, 225, 230, 260] | [10, 55, 85, 90, 95, 100, 115, 130, 135, 150, 215, 225, 265, 300, 345] | [10, 45, 100, 120, 155, 205, 210, 235, 260, 285, 320, 330, 335, 345, 350] | [25, 30, 65, 75, 110, 140, 145, 185, 195, 205, 230, 290, 310, 325, 360] | [95, 125, 155, 165, 180, 210, 215, 240, 255, 260, 280, 285, 335, 340, 345] | [65, 80, 90, 125, 155, 165, 180, 220, 230, 285, 305, 310, 330, 335, 340] | [30, 35, 120, 125, 150, 180, 195, 220, 250, 260, 265, 280, 305, 315, 330] | [45, 50, 55, 170, 195, 215, 255, 265, 270, 275, 280, 285, 315, 330, 355] | [10, 25, 35, 110, 130, 145, 150, 195, 205, 235, 260, 275, 295, 325, 360] | [30, 45, 70, 80, 105, 140, 145, 150, 200, 230, 260, 280, 285, 340, 355] | [20, 90, 95, 110, 130, 150, 180, 205, 220, 250, 275, 300, 315, 325, 345] | [5, 20, 45, 55, 75, 95, 130, 135, 145, 170, 180, 200, 255, 320, 335]",61,baseline_global_guarded,0.42400000,26->16,0.06022258,False,ok,"[26->16, 26->8, 26->22, 26->28, 26->21]"
10,10,10,0,8,4,"(3, 14, 16, 18, 19, 21, 22, 26, 27, 28)",1,20,[],0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.21400000,0.44940000,8->27,linprog,[1.00000000],[1000],[21],"[5, 30, 50, 80, 120, 130, 155, 165, 185, 205, 215, 225, 240, 320, 325]",21,baseline_global_guarded,0.21400000,8->27,0.00000000,False,ok,"[8->27, 11->26, 8->19, 11->14, 8->3]"
