position_combination,selected_candidate_ids,selected_sources,usage_ratio,usage_counts,optimizer,offline_objective_min_route_min_ber,offline_average_route_min_ber,worst_route,weak_routes,route_raw_bers,route_min_bers
"(2, 7, 15, 17, 18, 25, 26, 27)","[4, 1, 5]","[probe_repair, baseline, probe_repair]","[0.45376651, 0.17493752, 0.37129597]","[45, 18, 37]",linprog,0.32342735,0.44827890,5->15,"[28->17, 6->17, 9->27, 22->15, 24->15]","{'4->2': '0.39587290', '4->7': '0.48056408', '4->15': '0.36815066', '4->17': '0.50345948', '4->18': '0.46277401', '4->25': '0.54425919', '4->26': '0.40564441', '4->27': '0.48696894', '5->2': '0.48564441', '5->7': '0.56032488', '5->15': '0.32342735', '5->17': '0.51485184', '5->18': '0.40000000', '5->25': '0.43749375', '5->26': '0.38841128', '5->27': '0.52277401', '6->2': '0.47678329', '6->7': '0.47328454', '6->15': '0.47915744', '6->17': '0.55572296', '6->18': '0.44800428', '6->25': '0.34555516', '6->26': '0.32342735', '6->27': '0.54315245', '9->2': '0.55444127', '9->7': '0.46724384', '9->15': '0.42731167', '9->17': '0.52691182', '9->18': '0.38935380', '9->25': '0.46691182', '9->26': '0.57150303', '9->27': '0.43196358', '11->2': '0.32342735', '11->7': '0.49485184', '11->15': '0.51511960', '11->17': '0.46564441', '11->18': '0.42089611', '11->25': '0.49471974', '11->26': '0.48894323', '11->27': '0.50537665', '16->2': '0.53998572', '16->7': '0.48678329', '16->15': '0.47183506', '16->17': '0.53064263', '16->18': '0.42727240', '16->25': '0.54156730', '16->26': '0.50170296', '16->27': '0.48525527', '20->2': '0.47160657', '20->7': '0.53823277', '20->15': '0.58434131', '20->17': '0.44971796', '20->18': '0.60111389', '20->25': '0.44863263', '20->26': '0.45853624', '20->27': '0.50978579', '21->2': '0.54363085', '21->7': '0.48630132', '21->15': '0.48267047', '21->17': '0.47379507', '21->18': '0.48105677', '21->25': '0.53613709', '21->26': '0.46349875', '21->27': '0.43574795', '22->2': '0.54381292', '22->7': '0.57123884', '22->15': '0.40251696', '22->17': '0.52397358', '22->18': '0.50869332', '22->25': '0.57011424', '22->26': '0.42080328', '22->27': '0.50500536', '24->2': '0.47372367', '24->7': '0.35003213', '24->15': '0.38564441', '24->17': '0.57151375', '24->18': '0.48257408', '24->25': '0.47765441', '24->26': '0.39247769', '24->27': '0.49422349', '28->2': '0.43615494', '28->7': '0.46622278', '28->15': '0.38675473', '28->17': '0.52767583', '28->18': '0.41767226', '28->25': '0.50272046', '28->26': '0.46635487', '28->27': '0.49037844'}","{'4->2': '0.39587290', '4->7': '0.48056408', '4->15': '0.36815066', '4->17': '0.49654052', '4->18': '0.46277401', '4->25': '0.45574081', '4->26': '0.40564441', '4->27': '0.48696894', '5->2': '0.48564441', '5->7': '0.43967512', '5->15': '0.32342735', '5->17': '0.48514816', '5->18': '0.40000000', '5->25': '0.43749375', '5->26': '0.38841128', '5->27': '0.47722599', '6->2': '0.47678329', '6->7': '0.47328454', '6->15': '0.47915744', '6->17': '0.44427704', '6->18': '0.44800428', '6->25': '0.34555516', '6->26': '0.32342735', '6->27': '0.45684755', '9->2': '0.44555873', '9->7': '0.46724384', '9->15': '0.42731167', '9->17': '0.47308818', '9->18': '0.38935380', '9->25': '0.46691182', '9->26': '0.42849697', '9->27': '0.43196358', '11->2': '0.32342735', '11->7': '0.49485184', '11->15': '0.48488040', '11->17': '0.46564441', '11->18': '0.42089611', '11->25': '0.49471974', '11->26': '0.48894323', '11->27': '0.49462335', '16->2': '0.46001428', '16->7': '0.48678329', '16->15': '0.47183506', '16->17': '0.46935737', '16->18': '0.42727240', '16->25': '0.45843270', '16->26': '0.49829704', '16->27': '0.48525527', '20->2': '0.47160657', '20->7': '0.46176723', '20->15': '0.41565869', '20->17': '0.44971796', '20->18': '0.39888611', '20->25': '0.44863263', '20->26': '0.45853624', '20->27': '0.49021421', '21->2': '0.45636915', '21->7': '0.48630132', '21->15': '0.48267047', '21->17': '0.47379507', '21->18': '0.48105677', '21->25': '0.46386291', '21->26': '0.46349875', '21->27': '0.43574795', '22->2': '0.45618708', '22->7': '0.42876116', '22->15': '0.40251696', '22->17': '0.47602642', '22->18': '0.49130668', '22->25': '0.42988576', '22->26': '0.42080328', '22->27': '0.49499464', '24->2': '0.47372367', '24->7': '0.35003213', '24->15': '0.38564441', '24->17': '0.42848625', '24->18': '0.48257408', '24->25': '0.47765441', '24->26': '0.39247769', '24->27': '0.49422349', '28->2': '0.43615494', '28->7': '0.46622278', '28->15': '0.38675473', '28->17': '0.47232417', '28->18': '0.41767226', '28->25': '0.49727954', '28->26': '0.46635487', '28->27': '0.49037844'}"
