position_combination,k,num_probes,eval_bits,mapping_candidate_count,selected_mapping_count,schedule_length,optimizer,selected_mapping_ids,usage_ratio,usage_counts,offline_objective_min_route_min_ber,offline_average_route_min_ber,worst_route,schedule_sequence,route_raw_bers,route_min_bers
"(2, 7, 15, 17, 18, 25, 26, 27)",8,15,1000,24,10,1000,linprog,"[113, 41, 19, 76, 94, 85, 133, 22, 28, 115]","[1.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]","[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03000000,0.44700000,5->15,"[113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113]","{'1->2': '0.43600000', '1->7': '0.50200000', '1->15': '0.35600000', '1->17': '0.37900000', '1->18': '0.53400000', '1->25': '0.38800000', '1->26': '0.47900000', '1->27': '0.34700000', '4->2': '0.44600000', '4->7': '0.50200000', '4->15': '0.35600000', '4->17': '0.45300000', '4->18': '0.51000000', '4->25': '0.44800000', '4->26': '0.38700000', '4->27': '0.46300000', '5->2': '0.50800000', '5->7': '0.53200000', '5->15': '0.03000000', '5->17': '0.48300000', '5->18': '0.50800000', '5->25': '0.50000000', '5->26': '0.48100000', '5->27': '0.52300000', '6->2': '0.48900000', '6->7': '0.47500000', '6->15': '0.49700000', '6->17': '0.54800000', '6->18': '0.48300000', '6->25': '0.48700000', '6->26': '0.51800000', '6->27': '0.45600000', '9->2': '0.52700000', '9->7': '0.32100000', '9->15': '0.49900000', '9->17': '0.48600000', '9->18': '0.47100000', '9->25': '0.52100000', '9->26': '0.59600000', '9->27': '0.45200000', '11->2': '0.53100000', '11->7': '0.52100000', '11->15': '0.52500000', '11->17': '0.43600000', '11->18': '0.54900000', '11->25': '0.51900000', '11->26': '0.47200000', '11->27': '0.48200000', '16->2': '0.49600000', '16->7': '0.51400000', '16->15': '0.52800000', '16->17': '0.45500000', '16->18': '0.48800000', '16->25': '0.43200000', '16->26': '0.53300000', '16->27': '0.34900000', '20->2': '0.61500000', '20->7': '0.46900000', '20->15': '0.54300000', '20->17': '0.50200000', '20->18': '0.46300000', '20->25': '0.52300000', '20->26': '0.49800000', '20->27': '0.47600000', '21->2': '0.47000000', '21->7': '0.53000000', '21->15': '0.44600000', '21->17': '0.50300000', '21->18': '0.41200000', '21->25': '0.48200000', '21->26': '0.39700000', '21->27': '0.50300000', '22->2': '0.49000000', '22->7': '0.53400000', '22->15': '0.34000000', '22->17': '0.44500000', '22->18': '0.46000000', '22->25': '0.49600000', '22->26': '0.40300000', '22->27': '0.55500000', '24->2': '0.27200000', '24->7': '0.45200000', '24->15': '0.40600000', '24->17': '0.39100000', '24->18': '0.54000000', '24->25': '0.46800000', '24->26': '0.40100000', '24->27': '0.47300000', '28->2': '0.44400000', '28->7': '0.61600000', '28->15': '0.45400000', '28->17': '0.41900000', '28->18': '0.50800000', '28->25': '0.41600000', '28->26': '0.47500000', '28->27': '0.45700000'}","{'1->2': '0.43600000', '1->7': '0.49800000', '1->15': '0.35600000', '1->17': '0.37900000', '1->18': '0.46600000', '1->25': '0.38800000', '1->26': '0.47900000', '1->27': '0.34700000', '4->2': '0.44600000', '4->7': '0.49800000', '4->15': '0.35600000', '4->17': '0.45300000', '4->18': '0.49000000', '4->25': '0.44800000', '4->26': '0.38700000', '4->27': '0.46300000', '5->2': '0.49200000', '5->7': '0.46800000', '5->15': '0.03000000', '5->17': '0.48300000', '5->18': '0.49200000', '5->25': '0.50000000', '5->26': '0.48100000', '5->27': '0.47700000', '6->2': '0.48900000', '6->7': '0.47500000', '6->15': '0.49700000', '6->17': '0.45200000', '6->18': '0.48300000', '6->25': '0.48700000', '6->26': '0.48200000', '6->27': '0.45600000', '9->2': '0.47300000', '9->7': '0.32100000', '9->15': '0.49900000', '9->17': '0.48600000', '9->18': '0.47100000', '9->25': '0.47900000', '9->26': '0.40400000', '9->27': '0.45200000', '11->2': '0.46900000', '11->7': '0.47900000', '11->15': '0.47500000', '11->17': '0.43600000', '11->18': '0.45100000', '11->25': '0.48100000', '11->26': '0.47200000', '11->27': '0.48200000', '16->2': '0.49600000', '16->7': '0.48600000', '16->15': '0.47200000', '16->17': '0.45500000', '16->18': '0.48800000', '16->25': '0.43200000', '16->26': '0.46700000', '16->27': '0.34900000', '20->2': '0.38500000', '20->7': '0.46900000', '20->15': '0.45700000', '20->17': '0.49800000', '20->18': '0.46300000', '20->25': '0.47700000', '20->26': '0.49800000', '20->27': '0.47600000', '21->2': '0.47000000', '21->7': '0.47000000', '21->15': '0.44600000', '21->17': '0.49700000', '21->18': '0.41200000', '21->25': '0.48200000', '21->26': '0.39700000', '21->27': '0.49700000', '22->2': '0.49000000', '22->7': '0.46600000', '22->15': '0.34000000', '22->17': '0.44500000', '22->18': '0.46000000', '22->25': '0.49600000', '22->26': '0.40300000', '22->27': '0.44500000', '24->2': '0.27200000', '24->7': '0.45200000', '24->15': '0.40600000', '24->17': '0.39100000', '24->18': '0.46000000', '24->25': '0.46800000', '24->26': '0.40100000', '24->27': '0.47300000', '28->2': '0.44400000', '28->7': '0.38400000', '28->15': '0.45400000', '28->17': '0.41900000', '28->18': '0.49200000', '28->25': '0.41600000', '28->26': '0.47500000', '28->27': '0.45700000'}"
"(1, 4, 5, 9, 16, 20, 21, 22)",8,15,1000,30,10,1000,linprog,"[127, 22, 94, 61, 130, 97, 70, 28, 121, 49]","[1.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]","[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.16100000,0.45100000,27->1,"[127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127]","{'2->1': '0.36800000', '2->4': '0.42600000', '2->5': '0.50400000', '2->9': '0.50400000', '2->16': '0.53500000', '2->20': '0.62900000', '2->21': '0.51600000', '2->22': '0.55400000', '6->1': '0.49000000', '6->4': '0.41000000', '6->5': '0.52000000', '6->9': '0.51600000', '6->16': '0.42100000', '6->20': '0.48900000', '6->21': '0.47400000', '6->22': '0.35400000', '7->1': '0.52100000', '7->4': '0.53100000', '7->5': '0.51100000', '7->9': '0.36300000', '7->16': '0.54800000', '7->20': '0.42800000', '7->21': '0.48100000', '7->22': '0.44700000', '11->1': '0.56100000', '11->4': '0.46500000', '11->5': '0.51100000', '11->9': '0.53100000', '11->16': '0.37400000', '11->20': '0.51400000', '11->21': '0.56900000', '11->22': '0.49700000', '15->1': '0.42500000', '15->4': '0.44100000', '15->5': '0.22500000', '15->9': '0.48900000', '15->16': '0.52000000', '15->20': '0.55000000', '15->21': '0.48500000', '15->22': '0.31900000', '17->1': '0.43600000', '17->4': '0.40000000', '17->5': '0.49200000', '17->9': '0.49200000', '17->16': '0.52300000', '17->20': '0.45900000', '17->21': '0.50400000', '17->22': '0.45600000', '18->1': '0.52700000', '18->4': '0.52100000', '18->5': '0.46300000', '18->9': '0.48700000', '18->16': '0.45200000', '18->20': '0.39600000', '18->21': '0.45900000', '18->22': '0.47100000', '24->1': '0.50800000', '24->4': '0.52400000', '24->5': '0.44800000', '24->9': '0.42600000', '24->16': '0.48900000', '24->20': '0.52900000', '24->21': '0.48200000', '24->22': '0.48000000', '25->1': '0.34800000', '25->4': '0.44800000', '25->5': '0.50200000', '25->9': '0.51400000', '25->16': '0.46300000', '25->20': '0.47700000', '25->21': '0.40600000', '25->22': '0.52000000', '26->1': '0.46700000', '26->4': '0.50700000', '26->5': '0.51700000', '26->9': '0.55700000', '26->16': '0.60600000', '26->20': '0.49800000', '26->21': '0.52700000', '26->22': '0.40900000', '27->1': '0.16100000', '27->4': '0.47900000', '27->5': '0.51300000', '27->9': '0.48900000', '27->16': '0.41000000', '27->20': '0.53000000', '27->21': '0.49500000', '27->22': '0.49300000', '28->1': '0.46700000', '28->4': '0.47300000', '28->5': '0.50700000', '28->9': '0.49700000', '28->16': '0.30200000', '28->20': '0.47200000', '28->21': '0.47500000', '28->22': '0.51100000'}","{'2->1': '0.36800000', '2->4': '0.42600000', '2->5': '0.49600000', '2->9': '0.49600000', '2->16': '0.46500000', '2->20': '0.37100000', '2->21': '0.48400000', '2->22': '0.44600000', '6->1': '0.49000000', '6->4': '0.41000000', '6->5': '0.48000000', '6->9': '0.48400000', '6->16': '0.42100000', '6->20': '0.48900000', '6->21': '0.47400000', '6->22': '0.35400000', '7->1': '0.47900000', '7->4': '0.46900000', '7->5': '0.48900000', '7->9': '0.36300000', '7->16': '0.45200000', '7->20': '0.42800000', '7->21': '0.48100000', '7->22': '0.44700000', '11->1': '0.43900000', '11->4': '0.46500000', '11->5': '0.48900000', '11->9': '0.46900000', '11->16': '0.37400000', '11->20': '0.48600000', '11->21': '0.43100000', '11->22': '0.49700000', '15->1': '0.42500000', '15->4': '0.44100000', '15->5': '0.22500000', '15->9': '0.48900000', '15->16': '0.48000000', '15->20': '0.45000000', '15->21': '0.48500000', '15->22': '0.31900000', '17->1': '0.43600000', '17->4': '0.40000000', '17->5': '0.49200000', '17->9': '0.49200000', '17->16': '0.47700000', '17->20': '0.45900000', '17->21': '0.49600000', '17->22': '0.45600000', '18->1': '0.47300000', '18->4': '0.47900000', '18->5': '0.46300000', '18->9': '0.48700000', '18->16': '0.45200000', '18->20': '0.39600000', '18->21': '0.45900000', '18->22': '0.47100000', '24->1': '0.49200000', '24->4': '0.47600000', '24->5': '0.44800000', '24->9': '0.42600000', '24->16': '0.48900000', '24->20': '0.47100000', '24->21': '0.48200000', '24->22': '0.48000000', '25->1': '0.34800000', '25->4': '0.44800000', '25->5': '0.49800000', '25->9': '0.48600000', '25->16': '0.46300000', '25->20': '0.47700000', '25->21': '0.40600000', '25->22': '0.48000000', '26->1': '0.46700000', '26->4': '0.49300000', '26->5': '0.48300000', '26->9': '0.44300000', '26->16': '0.39400000', '26->20': '0.49800000', '26->21': '0.47300000', '26->22': '0.40900000', '27->1': '0.16100000', '27->4': '0.47900000', '27->5': '0.48700000', '27->9': '0.48900000', '27->16': '0.41000000', '27->20': '0.47000000', '27->21': '0.49500000', '27->22': '0.49300000', '28->1': '0.46700000', '28->4': '0.47300000', '28->5': '0.49300000', '28->9': '0.49700000', '28->16': '0.30200000', '28->20': '0.47200000', '28->21': '0.47500000', '28->22': '0.48900000'}"
