position_combination,selection_rank,candidate_id,source,probes,candidate_min_route_min_ber,candidate_average_route_min_ber,worst_route,route_min_bers
"(2, 7, 15, 17, 18, 25, 26, 27)",1,4,probe_repair,"[10, 30, 35, 45, 55, 90, 105, 135, 250, 255, 265, 310, 335, 360, 365]",0.12000000,0.43988636,6->26,"{'4->2': '0.44000000', '4->7': '0.46000000', '4->15': '0.39000000', '4->17': '0.41000000', '4->18': '0.43000000', '4->25': '0.47000000', '4->26': '0.41000000', '4->27': '0.40000000', '5->2': '0.49000000', '5->7': '0.33000000', '5->15': '0.32000000', '5->17': '0.50000000', '5->18': '0.40000000', '5->25': '0.42000000', '5->26': '0.46000000', '5->27': '0.49000000', '6->2': '0.47000000', '6->7': '0.47000000', '6->15': '0.48000000', '6->17': '0.42000000', '6->18': '0.46000000', '6->25': '0.50000000', '6->26': '0.12000000', '6->27': '0.43000000', '9->2': '0.49000000', '9->7': '0.45000000', '9->15': '0.40000000', '9->17': '0.42000000', '9->18': '0.48000000', '9->25': '0.48000000', '9->26': '0.48000000', '9->27': '0.43000000', '11->2': '0.48000000', '11->7': '0.48000000', '11->15': '0.45000000', '11->17': '0.47000000', '11->18': '0.33000000', '11->25': '0.49000000', '11->26': '0.47000000', '11->27': '0.44000000', '16->2': '0.50000000', '16->7': '0.48000000', '16->15': '0.41000000', '16->17': '0.47000000', '16->18': '0.41000000', '16->25': '0.47000000', '16->26': '0.47000000', '16->27': '0.40000000', '20->2': '0.37000000', '20->7': '0.41000000', '20->15': '0.46000000', '20->17': '0.46000000', '20->18': '0.48000000', '20->25': '0.42000000', '20->26': '0.36000000', '20->27': '0.49000000', '21->2': '0.49000000', '21->7': '0.47000000', '21->15': '0.44000000', '21->17': '0.50000000', '21->18': '0.44000000', '21->25': '0.48000000', '21->26': '0.46000000', '21->27': '0.33000000', '22->2': '0.48000000', '22->7': '0.46000000', '22->15': '0.45000000', '22->17': '0.45000000', '22->18': '0.45000000', '22->25': '0.41000000', '22->26': '0.43000000', '22->27': '0.42000000', '24->2': '0.50000000', '24->7': '0.44000000', '24->15': '0.39000000', '24->17': '0.39000000', '24->18': '0.49000000', '24->25': '0.49000000', '24->26': '0.33000000', '24->27': '0.48000000', '28->2': '0.47000000', '28->7': '0.49000000', '28->15': '0.30000000', '28->17': '0.42000000', '28->18': '0.50000000', '28->25': '0.48000000', '28->26': '0.46000000', '28->27': '0.45000000'}"
"(2, 7, 15, 17, 18, 25, 26, 27)",2,1,baseline,"[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355]",0.00000000,0.42670455,5->15,"{'4->2': '0.40000000', '4->7': '0.38000000', '4->15': '0.35000000', '4->17': '0.35000000', '4->18': '0.49000000', '4->25': '0.47000000', '4->26': '0.47000000', '4->27': '0.40000000', '5->2': '0.45000000', '5->7': '0.49000000', '5->15': '0.00000000', '5->17': '0.50000000', '5->18': '0.40000000', '5->25': '0.48000000', '5->26': '0.48000000', '5->27': '0.45000000', '6->2': '0.47000000', '6->7': '0.49000000', '6->15': '0.48000000', '6->17': '0.42000000', '6->18': '0.46000000', '6->25': '0.36000000', '6->26': '0.46000000', '6->27': '0.35000000', '9->2': '0.46000000', '9->7': '0.40000000', '9->15': '0.45000000', '9->17': '0.49000000', '9->18': '0.45000000', '9->25': '0.45000000', '9->26': '0.43000000', '9->27': '0.42000000', '11->2': '0.50000000', '11->7': '0.48000000', '11->15': '0.39000000', '11->17': '0.47000000', '11->18': '0.49000000', '11->25': '0.45000000', '11->26': '0.45000000', '11->27': '0.46000000', '16->2': '0.42000000', '16->7': '0.46000000', '16->15': '0.47000000', '16->17': '0.47000000', '16->18': '0.47000000', '16->25': '0.49000000', '16->26': '0.37000000', '16->27': '0.22000000', '20->2': '0.41000000', '20->7': '0.43000000', '20->15': '0.44000000', '20->17': '0.38000000', '20->18': '0.08000000', '20->25': '0.48000000', '20->26': '0.48000000', '20->27': '0.47000000', '21->2': '0.49000000', '21->7': '0.45000000', '21->15': '0.50000000', '21->17': '0.48000000', '21->18': '0.42000000', '21->25': '0.40000000', '21->26': '0.48000000', '21->27': '0.49000000', '22->2': '0.45000000', '22->7': '0.43000000', '22->15': '0.28000000', '22->17': '0.38000000', '22->18': '0.42000000', '22->25': '0.46000000', '22->26': '0.46000000', '22->27': '0.37000000', '24->2': '0.18000000', '24->7': '0.48000000', '24->15': '0.45000000', '24->17': '0.39000000', '24->18': '0.49000000', '24->25': '0.41000000', '24->26': '0.39000000', '24->27': '0.50000000', '28->2': '0.49000000', '28->7': '0.37000000', '28->15': '0.48000000', '28->17': '0.42000000', '28->18': '0.44000000', '28->25': '0.40000000', '28->26': '0.44000000', '28->27': '0.43000000'}"
"(2, 7, 15, 17, 18, 25, 26, 27)",3,5,probe_repair,"[10, 20, 45, 130, 160, 180, 210, 215, 255, 295, 305, 310, 330, 340, 345]",0.00000000,0.40534091,11->2,"{'4->2': '0.34000000', '4->7': '0.44000000', '4->15': '0.35000000', '4->17': '0.47000000', '4->18': '0.49000000', '4->25': '0.33000000', '4->26': '0.37000000', '4->27': '0.46000000', '5->2': '0.45000000', '5->7': '0.45000000', '5->15': '0.48000000', '5->17': '0.46000000', '5->18': '0.40000000', '5->25': '0.42000000', '5->26': '0.16000000', '5->27': '0.45000000', '6->2': '0.46000000', '6->7': '0.46000000', '6->15': '0.41000000', '6->17': '0.41000000', '6->18': '0.39000000', '6->25': '0.15000000', '6->26': '0.47000000', '6->27': '0.46000000', '9->2': '0.36000000', '9->7': '0.48000000', '9->15': '0.45000000', '9->17': '0.47000000', '9->18': '0.25000000', '9->25': '0.41000000', '9->26': '0.25000000', '9->27': '0.44000000', '11->2': '0.00000000', '11->7': '0.48000000', '11->15': '0.45000000', '11->17': '0.43000000', '11->18': '0.49000000', '11->25': '0.45000000', '11->26': '0.41000000', '11->27': '0.46000000', '16->2': '0.43000000', '16->7': '0.47000000', '16->15': '0.48000000', '16->17': '0.44000000', '16->18': '0.18000000', '16->25': '0.42000000', '16->26': '0.48000000', '16->27': '0.47000000', '20->2': '0.46000000', '20->7': '0.46000000', '20->15': '0.35000000', '20->17': '0.47000000', '20->18': '0.45000000', '20->25': '0.45000000', '20->26': '0.45000000', '20->27': '0.50000000', '21->2': '0.39000000', '21->7': '0.45000000', '21->15': '0.38000000', '21->17': '0.42000000', '21->18': '0.44000000', '21->25': '0.38000000', '21->26': '0.46000000', '21->27': '0.47000000', '22->2': '0.43000000', '22->7': '0.39000000', '22->15': '0.28000000', '22->17': '0.44000000', '22->18': '0.50000000', '22->25': '0.44000000', '22->26': '0.22000000', '22->27': '0.45000000', '24->2': '0.42000000', '24->7': '0.16000000', '24->15': '0.35000000', '24->17': '0.39000000', '24->18': '0.47000000', '24->25': '0.47000000', '24->26': '0.47000000', '24->27': '0.46000000', '28->2': '0.36000000', '28->7': '0.36000000', '28->15': '0.43000000', '28->17': '0.29000000', '28->18': '0.25000000', '28->25': '0.47000000', '28->26': '0.43000000', '28->27': '0.38000000'}"
