k,position_combination,selection_rank,candidate_id,source,probes,common_route_count,excluded_illegal_positions,candidate_min_route_min_ber,candidate_average_route_min_ber,worst_route,route_min_bers
3,"(2, 5, 26)",1,1,baseline,"[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355]",51,[],0.00000000,0.34470588,15->5,"{'1->2': '0.24000000', '1->5': '0.34000000', '1->26': '0.46000000', '4->2': '0.40000000', '4->5': '0.38000000', '4->26': '0.30000000', '6->2': '0.42000000', '6->5': '0.48000000', '6->26': '0.48000000', '7->2': '0.48000000', '7->5': '0.42000000', '7->26': '0.50000000', '9->2': '0.42000000', '9->5': '0.48000000', '9->26': '0.48000000', '11->2': '0.42000000', '11->5': '0.16000000', '11->26': '0.36000000', '15->2': '0.42000000', '15->5': '0.00000000', '15->26': '0.48000000', '16->2': '0.46000000', '16->5': '0.48000000', '16->26': '0.00000000', '17->2': '0.46000000', '17->5': '0.48000000', '17->26': '0.00000000', '18->2': '0.46000000', '18->5': '0.48000000', '18->26': '0.00000000', '20->2': '0.12000000', '20->5': '0.46000000', '20->26': '0.34000000', '21->2': '0.48000000', '21->5': '0.26000000', '21->26': '0.22000000', '22->2': '0.40000000', '22->5': '0.34000000', '22->26': '0.34000000', '24->2': '0.00000000', '24->5': '0.42000000', '24->26': '0.46000000', '25->2': '0.24000000', '25->5': '0.18000000', '25->26': '0.30000000', '27->2': '0.00000000', '27->5': '0.42000000', '27->26': '0.46000000', '28->2': '0.48000000', '28->5': '0.42000000', '28->26': '0.30000000'}"
3,"(2, 5, 26)",2,2,probe_repair,"[10, 35, 40, 90, 115, 120, 130, 140, 160, 180, 225, 250, 275, 280, 310]",51,[],0.00000000,0.33294118,11->26,"{'1->2': '0.48000000', '1->5': '0.42000000', '1->26': '0.50000000', '4->2': '0.32000000', '4->5': '0.10000000', '4->26': '0.42000000', '6->2': '0.32000000', '6->5': '0.10000000', '6->26': '0.42000000', '7->2': '0.24000000', '7->5': '0.18000000', '7->26': '0.50000000', '9->2': '0.42000000', '9->5': '0.48000000', '9->26': '0.48000000', '11->2': '0.46000000', '11->5': '0.48000000', '11->26': '0.00000000', '15->2': '0.36000000', '15->5': '0.38000000', '15->26': '0.10000000', '16->2': '0.42000000', '16->5': '0.16000000', '16->26': '0.36000000', '17->2': '0.46000000', '17->5': '0.48000000', '17->26': '0.00000000', '18->2': '0.22000000', '18->5': '0.44000000', '18->26': '0.32000000', '20->2': '0.34000000', '20->5': '0.44000000', '20->26': '0.44000000', '21->2': '0.48000000', '21->5': '0.46000000', '21->26': '0.42000000', '22->2': '0.36000000', '22->5': '0.30000000', '22->26': '0.18000000', '24->2': '0.00000000', '24->5': '0.42000000', '24->26': '0.46000000', '25->2': '0.10000000', '25->5': '0.32000000', '25->26': '0.44000000', '27->2': '0.28000000', '27->5': '0.30000000', '27->26': '0.42000000', '28->2': '0.28000000', '28->5': '0.14000000', '28->26': '0.38000000'}"
