k,position_combination,selection_rank,candidate_id,source,probes,common_route_count,excluded_illegal_positions,candidate_min_route_min_ber,candidate_average_route_min_ber,worst_route,route_min_bers
2,"(1, 20)",1,119,probe_repair,"[65, 75, 110, 170, 185, 195, 210, 220, 240, 250, 255, 260, 285, 310, 350]",34,[5],0.00000000,0.28947059,7->20,"{'2->1': '0.49500000', '2->20': '0.47100000', '4->1': '0.49500000', '4->20': '0.47100000', '6->1': '0.49500000', '6->20': '0.47100000', '7->1': '0.49600000', '7->20': '0.00000000', '9->1': '0.49600000', '9->20': '0.00000000', '11->1': '0.26000000', '11->20': '0.23600000', '15->1': '0.49600000', '15->20': '0.00000000', '16->1': '0.26000000', '16->20': '0.23600000', '17->1': '0.49600000', '17->20': '0.00000000', '18->1': '0.49600000', '18->20': '0.00000000', '21->1': '0.00000000', '21->20': '0.49600000', '22->1': '0.49600000', '22->20': '0.00000000', '24->1': '0.49600000', '24->20': '0.00000000', '25->1': '0.49600000', '25->20': '0.00000000', '26->1': '0.49600000', '26->20': '0.00000000', '27->1': '0.49600000', '27->20': '0.00000000', '28->1': '0.49600000', '28->20': '0.00000000'}"
2,"(1, 20)",2,71,probe_repair,"[5, 10, 40, 60, 100, 105, 110, 115, 125, 160, 185, 220, 225, 290, 340]",34,[5],0.00000000,0.35882353,6->20,"{'2->1': '0.23600000', '2->20': '0.26000000', '4->1': '0.49500000', '4->20': '0.47100000', '6->1': '0.49600000', '6->20': '0.00000000', '7->1': '0.00000000', '7->20': '0.49600000', '9->1': '0.00000000', '9->20': '0.49600000', '11->1': '0.49500000', '11->20': '0.47100000', '15->1': '0.23600000', '15->20': '0.26000000', '16->1': '0.49500000', '16->20': '0.47100000', '17->1': '0.23500000', '17->20': '0.26900000', '18->1': '0.49600000', '18->20': '0.00000000', '21->1': '0.49500000', '21->20': '0.47100000', '22->1': '0.23600000', '22->20': '0.26000000', '24->1': '0.26000000', '24->20': '0.23600000', '25->1': '0.49500000', '25->20': '0.47100000', '26->1': '0.49500000', '26->20': '0.47100000', '27->1': '0.49500000', '27->20': '0.47100000', '28->1': '0.49500000', '28->20': '0.47100000'}"
2,"(1, 20)",3,52,probe_repair,"[70, 85, 135, 150, 190, 200, 210, 220, 230, 255, 265, 285, 325, 330, 345]",34,[5],0.00000000,0.33094118,7->20,"{'2->1': '0.26000000', '2->20': '0.23600000', '4->1': '0.49500000', '4->20': '0.47100000', '6->1': '0.49500000', '6->20': '0.47100000', '7->1': '0.49600000', '7->20': '0.00000000', '9->1': '0.49600000', '9->20': '0.00000000', '11->1': '0.49500000', '11->20': '0.47100000', '15->1': '0.49600000', '15->20': '0.00000000', '16->1': '0.00000000', '16->20': '0.49600000', '17->1': '0.49500000', '17->20': '0.47100000', '18->1': '0.00000000', '18->20': '0.49600000', '21->1': '0.49600000', '21->20': '0.00000000', '22->1': '0.00000000', '22->20': '0.49600000', '24->1': '0.49500000', '24->20': '0.47100000', '25->1': '0.00000000', '25->20': '0.49600000', '26->1': '0.00000000', '26->20': '0.49600000', '27->1': '0.49500000', '27->20': '0.47100000', '28->1': '0.00000000', '28->20': '0.49600000'}"
2,"(1, 20)",4,48,probe_repair,"[70, 85, 135, 150, 190, 200, 210, 220, 230, 255, 265, 285, 325, 330, 345]",34,[5],0.00000000,0.31758824,7->20,"{'2->1': '0.26000000', '2->20': '0.23600000', '4->1': '0.49500000', '4->20': '0.47100000', '6->1': '0.26900000', '6->20': '0.23500000', '7->1': '0.49600000', '7->20': '0.00000000', '9->1': '0.49600000', '9->20': '0.00000000', '11->1': '0.49500000', '11->20': '0.47100000', '15->1': '0.49600000', '15->20': '0.00000000', '16->1': '0.49600000', '16->20': '0.00000000', '17->1': '0.49600000', '17->20': '0.00000000', '18->1': '0.49500000', '18->20': '0.47100000', '21->1': '0.49500000', '21->20': '0.47100000', '22->1': '0.49600000', '22->20': '0.00000000', '24->1': '0.26900000', '24->20': '0.23500000', '25->1': '0.00000000', '25->20': '0.49600000', '26->1': '0.26000000', '26->20': '0.23600000', '27->1': '0.49500000', '27->20': '0.47100000', '28->1': '0.00000000', '28->20': '0.49600000'}"
2,"(1, 20)",5,50,probe_repair,"[70, 85, 135, 150, 190, 200, 210, 220, 230, 255, 265, 285, 325, 330, 345]",34,[5],0.00000000,0.30376471,7->20,"{'2->1': '0.26000000', '2->20': '0.23600000', '4->1': '0.49500000', '4->20': '0.47100000', '6->1': '0.49500000', '6->20': '0.47100000', '7->1': '0.49600000', '7->20': '0.00000000', '9->1': '0.49500000', '9->20': '0.47100000', '11->1': '0.00000000', '11->20': '0.49600000', '15->1': '0.49600000', '15->20': '0.00000000', '16->1': '0.00000000', '16->20': '0.49600000', '17->1': '0.00000000', '17->20': '0.49600000', '18->1': '0.00000000', '18->20': '0.49600000', '21->1': '0.26000000', '21->20': '0.23600000', '22->1': '0.23500000', '22->20': '0.26900000', '24->1': '0.26900000', '24->20': '0.23500000', '25->1': '0.00000000', '25->20': '0.49600000', '26->1': '0.26000000', '26->20': '0.23600000', '27->1': '0.49500000', '27->20': '0.47100000', '28->1': '0.23600000', '28->20': '0.26000000'}"
2,"(1, 20)",6,151,probe_repair,"[10, 45, 65, 85, 135, 150, 160, 170, 195, 210, 230, 250, 255, 285, 320]",34,[5],0.00000000,0.28994118,7->20,"{'2->1': '0.49500000', '2->20': '0.47100000', '4->1': '0.23600000', '4->20': '0.26000000', '6->1': '0.26000000', '6->20': '0.23600000', '7->1': '0.49600000', '7->20': '0.00000000', '9->1': '0.49500000', '9->20': '0.47100000', '11->1': '0.00000000', '11->20': '0.49600000', '15->1': '0.23500000', '15->20': '0.26900000', '16->1': '0.49600000', '16->20': '0.00000000', '17->1': '0.49600000', '17->20': '0.00000000', '18->1': '0.23500000', '18->20': '0.26900000', '21->1': '0.49500000', '21->20': '0.47100000', '22->1': '0.49600000', '22->20': '0.00000000', '24->1': '0.00000000', '24->20': '0.49600000', '25->1': '0.49600000', '25->20': '0.00000000', '26->1': '0.00000000', '26->20': '0.49600000', '27->1': '0.49600000', '27->20': '0.00000000', '28->1': '0.00000000', '28->20': '0.49600000'}"
2,"(1, 20)",7,129,probe_repair,"[15, 30, 35, 70, 105, 180, 185, 195, 255, 300, 305, 320, 335, 345, 350]",34,[5],0.00000000,0.34500000,7->20,"{'2->1': '0.49500000', '2->20': '0.47100000', '4->1': '0.49500000', '4->20': '0.47100000', '6->1': '0.23500000', '6->20': '0.26900000', '7->1': '0.49600000', '7->20': '0.00000000', '9->1': '0.49500000', '9->20': '0.47100000', '11->1': '0.00000000', '11->20': '0.49600000', '15->1': '0.49500000', '15->20': '0.47100000', '16->1': '0.49600000', '16->20': '0.00000000', '17->1': '0.49600000', '17->20': '0.00000000', '18->1': '0.00000000', '18->20': '0.49600000', '21->1': '0.49600000', '21->20': '0.00000000', '22->1': '0.49500000', '22->20': '0.47100000', '24->1': '0.49600000', '24->20': '0.00000000', '25->1': '0.00000000', '25->20': '0.49600000', '26->1': '0.49500000', '26->20': '0.47100000', '27->1': '0.49600000', '27->20': '0.00000000', '28->1': '0.49500000', '28->20': '0.47100000'}"
2,"(1, 20)",8,55,probe_repair,"[45, 50, 85, 105, 120, 130, 175, 210, 225, 245, 260, 290, 325, 335, 340]",34,[5],0.00000000,0.31782353,7->20,"{'2->1': '0.23500000', '2->20': '0.26900000', '4->1': '0.26900000', '4->20': '0.23500000', '6->1': '0.49500000', '6->20': '0.47100000', '7->1': '0.49600000', '7->20': '0.00000000', '9->1': '0.49600000', '9->20': '0.00000000', '11->1': '0.00000000', '11->20': '0.49600000', '15->1': '0.49600000', '15->20': '0.00000000', '16->1': '0.49500000', '16->20': '0.47100000', '17->1': '0.49500000', '17->20': '0.47100000', '18->1': '0.00000000', '18->20': '0.49600000', '21->1': '0.26000000', '21->20': '0.23600000', '22->1': '0.23600000', '22->20': '0.26000000', '24->1': '0.23500000', '24->20': '0.26900000', '25->1': '0.49500000', '25->20': '0.47100000', '26->1': '0.00000000', '26->20': '0.49600000', '27->1': '0.49500000', '27->20': '0.47100000', '28->1': '0.23600000', '28->20': '0.26000000'}"
2,"(1, 20)",9,157,probe_repair,"[5, 10, 35, 55, 75, 80, 115, 195, 230, 235, 255, 300, 305, 340, 365]",34,[5],0.00000000,0.31735294,11->20,"{'2->1': '0.49500000', '2->20': '0.47100000', '4->1': '0.23500000', '4->20': '0.26900000', '6->1': '0.49500000', '6->20': '0.47100000', '7->1': '0.49500000', '7->20': '0.47100000', '9->1': '0.23600000', '9->20': '0.26000000', '11->1': '0.49600000', '11->20': '0.00000000', '15->1': '0.49600000', '15->20': '0.00000000', '16->1': '0.49500000', '16->20': '0.47100000', '17->1': '0.49600000', '17->20': '0.00000000', '18->1': '0.49600000', '18->20': '0.00000000', '21->1': '0.26000000', '21->20': '0.23600000', '22->1': '0.49600000', '22->20': '0.00000000', '24->1': '0.23600000', '24->20': '0.26000000', '25->1': '0.49600000', '25->20': '0.00000000', '26->1': '0.49500000', '26->20': '0.47100000', '27->1': '0.00000000', '27->20': '0.49600000', '28->1': '0.00000000', '28->20': '0.49600000'}"
2,"(1, 20)",10,74,probe_repair,"[5, 10, 40, 60, 100, 105, 110, 115, 125, 160, 185, 220, 225, 290, 340]",34,[5],0.00000000,0.28994118,6->20,"{'2->1': '0.23500000', '2->20': '0.26900000', '4->1': '0.26000000', '4->20': '0.23600000', '6->1': '0.49600000', '6->20': '0.00000000', '7->1': '0.00000000', '7->20': '0.49600000', '9->1': '0.49600000', '9->20': '0.00000000', '11->1': '0.49500000', '11->20': '0.47100000', '15->1': '0.00000000', '15->20': '0.49600000', '16->1': '0.49500000', '16->20': '0.47100000', '17->1': '0.26000000', '17->20': '0.23600000', '18->1': '0.49600000', '18->20': '0.00000000', '21->1': '0.49500000', '21->20': '0.47100000', '22->1': '0.00000000', '22->20': '0.49600000', '24->1': '0.49600000', '24->20': '0.00000000', '25->1': '0.49600000', '25->20': '0.00000000', '26->1': '0.49600000', '26->20': '0.00000000', '27->1': '0.26900000', '27->20': '0.23500000', '28->1': '0.26000000', '28->20': '0.23600000'}"
2,"(24, 27)",1,134,probe_repair,"[30, 100, 105, 115, 130, 150, 170, 195, 215, 245, 285, 290, 295, 310, 325]",32,"[1, 5]",0.00000000,0.35775000,7->24,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.49600000', '7->24': '0.00000000', '7->27': '0.49800000', '9->24': '0.49800000', '9->27': '0.00000000', '11->24': '0.25200000', '11->27': '0.25000000', '15->24': '0.49800000', '15->27': '0.49600000', '16->24': '0.49800000', '16->27': '0.49600000', '17->24': '0.49800000', '17->27': '0.00000000', '18->24': '0.25000000', '18->27': '0.25200000', '20->24': '0.00000000', '20->27': '0.49800000', '21->24': '0.00000000', '21->27': '0.49800000', '22->24': '0.49800000', '22->27': '0.49600000', '25->24': '0.49800000', '25->27': '0.49600000', '26->24': '0.49800000', '26->27': '0.00000000', '28->24': '0.00000000', '28->27': '0.49800000'}"
2,"(24, 27)",2,296,probe_repair,"[15, 85, 105, 110, 120, 130, 140, 165, 180, 220, 235, 255, 325, 345, 360]",32,"[1, 5]",0.00000000,0.34212500,6->27,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.00000000', '7->24': '0.49800000', '7->27': '0.49600000', '9->24': '0.49800000', '9->27': '0.49600000', '11->24': '0.49800000', '11->27': '0.00000000', '15->24': '0.49800000', '15->27': '0.00000000', '16->24': '0.49800000', '16->27': '0.49600000', '17->24': '0.49800000', '17->27': '0.49600000', '18->24': '0.25200000', '18->27': '0.25000000', '20->24': '0.49800000', '20->27': '0.00000000', '21->24': '0.00000000', '21->27': '0.49800000', '22->24': '0.49800000', '22->27': '0.00000000', '25->24': '0.00000000', '25->27': '0.49800000', '26->24': '0.49800000', '26->27': '0.00000000', '28->24': '0.49800000', '28->27': '0.00000000'}"
2,"(24, 27)",3,204,probe_repair,"[10, 20, 25, 50, 55, 100, 120, 150, 200, 215, 230, 250, 270, 280, 295]",32,"[1, 5]",0.00000000,0.32675000,7->24,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.49600000', '7->24': '0.00000000', '7->27': '0.49800000', '9->24': '0.25000000', '9->27': '0.25200000', '11->24': '0.49800000', '11->27': '0.49600000', '15->24': '0.49800000', '15->27': '0.00000000', '16->24': '0.00000000', '16->27': '0.49800000', '17->24': '0.00000000', '17->27': '0.49800000', '18->24': '0.00000000', '18->27': '0.49800000', '20->24': '0.00000000', '20->27': '0.49800000', '21->24': '0.49800000', '21->27': '0.00000000', '22->24': '0.00000000', '22->27': '0.49800000', '25->24': '0.49800000', '25->27': '0.00000000', '26->24': '0.25000000', '26->27': '0.25200000', '28->24': '0.49800000', '28->27': '0.49600000'}"
2,"(24, 27)",4,78,probe_repair,"[10, 25, 45, 55, 85, 95, 115, 135, 215, 230, 235, 250, 255, 260, 280]",32,"[1, 5]",0.00000000,0.32662500,6->27,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.00000000', '7->24': '0.00000000', '7->27': '0.49800000', '9->24': '0.49800000', '9->27': '0.00000000', '11->24': '0.25200000', '11->27': '0.25000000', '15->24': '0.25200000', '15->27': '0.24600000', '16->24': '0.00000000', '16->27': '0.49800000', '17->24': '0.00000000', '17->27': '0.49800000', '18->24': '0.00000000', '18->27': '0.49800000', '20->24': '0.49800000', '20->27': '0.49600000', '21->24': '0.49800000', '21->27': '0.00000000', '22->24': '0.49800000', '22->27': '0.00000000', '25->24': '0.49800000', '25->27': '0.49600000', '26->24': '0.49800000', '26->27': '0.49600000', '28->24': '0.25200000', '28->27': '0.24600000'}"
2,"(24, 27)",5,294,probe_repair,"[15, 85, 105, 110, 120, 130, 140, 165, 180, 220, 235, 255, 325, 345, 360]",32,"[1, 5]",0.00000000,0.32662500,6->27,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.00000000', '7->24': '0.49800000', '7->27': '0.49600000', '9->24': '0.25200000', '9->27': '0.24600000', '11->24': '0.49800000', '11->27': '0.00000000', '15->24': '0.49800000', '15->27': '0.00000000', '16->24': '0.49800000', '16->27': '0.49600000', '17->24': '0.49800000', '17->27': '0.49600000', '18->24': '0.49800000', '18->27': '0.00000000', '20->24': '0.25000000', '20->27': '0.25200000', '21->24': '0.00000000', '21->27': '0.49800000', '22->24': '0.49800000', '22->27': '0.00000000', '25->24': '0.00000000', '25->27': '0.49800000', '26->24': '0.49800000', '26->27': '0.00000000', '28->24': '0.24600000', '28->27': '0.25200000'}"
2,"(24, 27)",6,297,probe_repair,"[15, 85, 105, 110, 120, 130, 140, 165, 180, 220, 235, 255, 325, 345, 360]",32,"[1, 5]",0.00000000,0.32662500,6->27,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.00000000', '7->24': '0.49800000', '7->27': '0.00000000', '9->24': '0.49800000', '9->27': '0.49600000', '11->24': '0.49800000', '11->27': '0.49600000', '15->24': '0.49800000', '15->27': '0.00000000', '16->24': '0.49800000', '16->27': '0.00000000', '17->24': '0.49800000', '17->27': '0.49600000', '18->24': '0.49800000', '18->27': '0.00000000', '20->24': '0.49800000', '20->27': '0.00000000', '21->24': '0.24600000', '21->27': '0.25200000', '22->24': '0.49800000', '22->27': '0.00000000', '25->24': '0.49800000', '25->27': '0.00000000', '26->24': '0.00000000', '26->27': '0.49800000', '28->24': '0.25000000', '28->27': '0.25200000'}"
2,"(24, 27)",7,225,probe_repair,"[40, 50, 60, 85, 90, 95, 105, 140, 145, 180, 255, 270, 280, 335, 340]",32,"[1, 5]",0.00000000,0.32650000,7->27,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.49600000', '7->24': '0.49800000', '7->27': '0.00000000', '9->24': '0.49800000', '9->27': '0.49600000', '11->24': '0.00000000', '11->27': '0.49800000', '15->24': '0.00000000', '15->27': '0.49800000', '16->24': '0.00000000', '16->27': '0.49800000', '17->24': '0.49800000', '17->27': '0.49600000', '18->24': '0.49800000', '18->27': '0.00000000', '20->24': '0.49800000', '20->27': '0.00000000', '21->24': '0.49800000', '21->27': '0.00000000', '22->24': '0.49800000', '22->27': '0.00000000', '25->24': '0.00000000', '25->27': '0.49800000', '26->24': '0.00000000', '26->27': '0.49800000', '28->24': '0.00000000', '28->27': '0.49800000'}"
2,"(24, 27)",8,300,probe_repair,"[15, 85, 105, 110, 120, 130, 140, 165, 180, 220, 235, 255, 325, 345, 360]",32,"[1, 5]",0.00000000,0.32650000,6->27,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.00000000', '7->24': '0.00000000', '7->27': '0.49800000', '9->24': '0.49800000', '9->27': '0.00000000', '11->24': '0.49800000', '11->27': '0.00000000', '15->24': '0.49800000', '15->27': '0.00000000', '16->24': '0.49800000', '16->27': '0.00000000', '17->24': '0.49800000', '17->27': '0.49600000', '18->24': '0.49800000', '18->27': '0.00000000', '20->24': '0.00000000', '20->27': '0.49800000', '21->24': '0.49800000', '21->27': '0.00000000', '22->24': '0.49800000', '22->27': '0.00000000', '25->24': '0.49800000', '25->27': '0.00000000', '26->24': '0.49800000', '26->27': '0.49600000', '28->24': '0.49800000', '28->27': '0.49600000'}"
2,"(24, 27)",9,226,probe_repair,"[40, 50, 60, 85, 90, 95, 105, 140, 145, 180, 255, 270, 280, 335, 340]",32,"[1, 5]",0.00000000,0.31125000,6->27,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.00000000', '7->24': '0.49800000', '7->27': '0.49600000', '9->24': '0.00000000', '9->27': '0.49800000', '11->24': '0.49800000', '11->27': '0.49600000', '15->24': '0.49800000', '15->27': '0.00000000', '16->24': '0.49800000', '16->27': '0.00000000', '17->24': '0.24600000', '17->27': '0.25200000', '18->24': '0.25200000', '18->27': '0.25000000', '20->24': '0.49800000', '20->27': '0.00000000', '21->24': '0.25000000', '21->27': '0.25200000', '22->24': '0.49800000', '22->27': '0.00000000', '25->24': '0.00000000', '25->27': '0.49800000', '26->24': '0.00000000', '26->27': '0.49800000', '28->24': '0.00000000', '28->27': '0.49800000'}"
2,"(24, 27)",10,82,probe_repair,"[10, 25, 45, 55, 85, 95, 115, 135, 215, 230, 235, 250, 255, 260, 280]",32,"[1, 5]",0.00000000,0.31125000,6->27,"{'2->24': '0.49800000', '2->27': '0.49600000', '4->24': '0.49800000', '4->27': '0.49600000', '6->24': '0.49800000', '6->27': '0.00000000', '7->24': '0.00000000', '7->27': '0.49800000', '9->24': '0.25200000', '9->27': '0.24600000', '11->24': '0.49800000', '11->27': '0.49600000', '15->24': '0.49800000', '15->27': '0.00000000', '16->24': '0.00000000', '16->27': '0.49800000', '17->24': '0.00000000', '17->27': '0.49800000', '18->24': '0.25200000', '18->27': '0.25000000', '20->24': '0.25000000', '20->27': '0.25200000', '21->24': '0.49800000', '21->27': '0.00000000', '22->24': '0.49800000', '22->27': '0.49600000', '25->24': '0.25200000', '25->27': '0.24600000', '26->24': '0.00000000', '26->27': '0.49800000', '28->24': '0.00000000', '28->27': '0.49800000'}"
