position_combination,k,num_probes,eval_bits,mapping_candidate_count,selected_mapping_count,schedule_length,optimizer,selected_mapping_ids,usage_ratio,usage_counts,offline_objective_min_route_min_ber,offline_average_route_min_ber,worst_route,schedule_sequence,route_raw_bers,route_min_bers
"(2, 7, 15, 17, 18, 25, 26, 27)",8,15,300,2,2,100,linprog,"[10, 1]","[1.00000000, 0.00000000]","[100, 0]",0.03000000,0.45263889,5->15,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","{'1->2': '0.43666667', '1->7': '0.49333333', '1->15': '0.51000000', '1->17': '0.47000000', '1->18': '0.44333333', '1->25': '0.51000000', '1->26': '0.51666667', '1->27': '0.25666667', '4->2': '0.38666667', '4->7': '0.49666667', '4->15': '0.38000000', '4->17': '0.43333333', '4->18': '0.49333333', '4->25': '0.38666667', '4->26': '0.43333333', '4->27': '0.45333333', '5->2': '0.49666667', '5->7': '0.56666667', '5->15': '0.03000000', '5->17': '0.51666667', '5->18': '0.48333333', '5->25': '0.47000000', '5->26': '0.47666667', '5->27': '0.55000000', '6->2': '0.43333333', '6->7': '0.47000000', '6->15': '0.49333333', '6->17': '0.50666667', '6->18': '0.49333333', '6->25': '0.50000000', '6->26': '0.49333333', '6->27': '0.51333333', '9->2': '0.50000000', '9->7': '0.40333333', '9->15': '0.43333333', '9->17': '0.52666667', '9->18': '0.48000000', '9->25': '0.50666667', '9->26': '0.55333333', '9->27': '0.52000000', '11->2': '0.47666667', '11->7': '0.48666667', '11->15': '0.54333333', '11->17': '0.41000000', '11->18': '0.54333333', '11->25': '0.51000000', '11->26': '0.51000000', '11->27': '0.52333333', '16->2': '0.48000000', '16->7': '0.51666667', '16->15': '0.46000000', '16->17': '0.51333333', '16->18': '0.41333333', '16->25': '0.48666667', '16->26': '0.46000000', '16->27': '0.44666667', '20->2': '0.60000000', '20->7': '0.51000000', '20->15': '0.52666667', '20->17': '0.48666667', '20->18': '0.68666667', '20->25': '0.53333333', '20->26': '0.48666667', '20->27': '0.53333333', '21->2': '0.51000000', '21->7': '0.49333333', '21->15': '0.49000000', '21->17': '0.47666667', '21->18': '0.47666667', '21->25': '0.47000000', '21->26': '0.37000000', '21->27': '0.49000000', '22->2': '0.50000000', '22->7': '0.49666667', '22->15': '0.28000000', '22->17': '0.50666667', '22->18': '0.48666667', '22->25': '0.51333333', '22->26': '0.47333333', '22->27': '0.49333333', '24->2': '0.29333333', '24->7': '0.43000000', '24->15': '0.44666667', '24->17': '0.43333333', '24->18': '0.46000000', '24->25': '0.40000000', '24->26': '0.38666667', '24->27': '0.40666667', '28->2': '0.48666667', '28->7': '0.50333333', '28->15': '0.51333333', '28->17': '0.43333333', '28->18': '0.54666667', '28->25': '0.46666667', '28->26': '0.51333333', '28->27': '0.54666667'}","{'1->2': '0.43666667', '1->7': '0.49333333', '1->15': '0.49000000', '1->17': '0.47000000', '1->18': '0.44333333', '1->25': '0.49000000', '1->26': '0.48333333', '1->27': '0.25666667', '4->2': '0.38666667', '4->7': '0.49666667', '4->15': '0.38000000', '4->17': '0.43333333', '4->18': '0.49333333', '4->25': '0.38666667', '4->26': '0.43333333', '4->27': '0.45333333', '5->2': '0.49666667', '5->7': '0.43333333', '5->15': '0.03000000', '5->17': '0.48333333', '5->18': '0.48333333', '5->25': '0.47000000', '5->26': '0.47666667', '5->27': '0.45000000', '6->2': '0.43333333', '6->7': '0.47000000', '6->15': '0.49333333', '6->17': '0.49333333', '6->18': '0.49333333', '6->25': '0.50000000', '6->26': '0.49333333', '6->27': '0.48666667', '9->2': '0.50000000', '9->7': '0.40333333', '9->15': '0.43333333', '9->17': '0.47333333', '9->18': '0.48000000', '9->25': '0.49333333', '9->26': '0.44666667', '9->27': '0.48000000', '11->2': '0.47666667', '11->7': '0.48666667', '11->15': '0.45666667', '11->17': '0.41000000', '11->18': '0.45666667', '11->25': '0.49000000', '11->26': '0.49000000', '11->27': '0.47666667', '16->2': '0.48000000', '16->7': '0.48333333', '16->15': '0.46000000', '16->17': '0.48666667', '16->18': '0.41333333', '16->25': '0.48666667', '16->26': '0.46000000', '16->27': '0.44666667', '20->2': '0.40000000', '20->7': '0.49000000', '20->15': '0.47333333', '20->17': '0.48666667', '20->18': '0.31333333', '20->25': '0.46666667', '20->26': '0.48666667', '20->27': '0.46666667', '21->2': '0.49000000', '21->7': '0.49333333', '21->15': '0.49000000', '21->17': '0.47666667', '21->18': '0.47666667', '21->25': '0.47000000', '21->26': '0.37000000', '21->27': '0.49000000', '22->2': '0.50000000', '22->7': '0.49666667', '22->15': '0.28000000', '22->17': '0.49333333', '22->18': '0.48666667', '22->25': '0.48666667', '22->26': '0.47333333', '22->27': '0.49333333', '24->2': '0.29333333', '24->7': '0.43000000', '24->15': '0.44666667', '24->17': '0.43333333', '24->18': '0.46000000', '24->25': '0.40000000', '24->26': '0.38666667', '24->27': '0.40666667', '28->2': '0.48666667', '28->7': '0.49666667', '28->15': '0.48666667', '28->17': '0.43333333', '28->18': '0.45333333', '28->25': '0.46666667', '28->26': '0.48666667', '28->27': '0.45333333'}"
