k,real_k,effective_k,virtual_stream_count,sample_index,position_combination,selection_rank,candidate_id,source,probes,authorized_max_ber,authorized_position_bers,candidate_min_route_min_ber,candidate_avg_route_min_ber,worst_route
2,2,8,6,1,"(3, 9)",1,64,baseline_global_guarded,"[25, 40, 45, 85, 145, 160, 195, 200, 205, 235, 245, 260, 280, 300, 345]",0.00000000,"[0.00000000, 0.00000000]",0.29400000,0.41631250,27->3
2,2,8,6,1,"(3, 9)",2,68,baseline_global_guarded,"[25, 40, 45, 85, 145, 160, 195, 200, 205, 235, 245, 260, 280, 300, 345]",0.00000000,"[0.00000000, 0.00000000]",0.27800000,0.41400000,17->3
2,2,8,6,1,"(3, 9)",3,65,baseline_global_guarded,"[25, 40, 45, 85, 145, 160, 195, 200, 205, 235, 245, 260, 280, 300, 345]",0.00000000,"[0.00000000, 0.00000000]",0.27500000,0.41550000,16->9
2,2,8,6,1,"(3, 9)",4,95,anchor_worst_targeted,"[10, 20, 45, 55, 75, 90, 120, 125, 140, 165, 215, 300, 335, 350, 355]",0.00000000,"[0.00000000, 0.00000000]",0.27100000,0.43643750,28->9
2,2,8,6,1,"(3, 9)",5,67,baseline_global_guarded,"[25, 40, 45, 85, 145, 160, 195, 200, 205, 235, 245, 260, 280, 300, 345]",0.00000000,"[0.00000000, 0.00000000]",0.26800000,0.41175000,14->3
2,2,8,6,1,"(3, 9)",6,92,anchor_worst_targeted,"[10, 20, 45, 55, 75, 90, 120, 125, 140, 165, 215, 300, 335, 350, 355]",0.00000000,"[0.00000000, 0.00000000]",0.26300000,0.42181250,13->9
2,2,8,6,1,"(3, 9)",7,119,anchor_worst_targeted,"[10, 15, 20, 25, 80, 110, 210, 230, 265, 275, 290, 300, 320, 335, 355]",0.00000000,"[0.00000000, 0.00000000]",0.19000000,0.40425000,13->3
2,2,8,6,1,"(3, 9)",8,93,anchor_worst_targeted,"[10, 20, 45, 55, 75, 90, 120, 125, 140, 165, 215, 300, 335, 350, 355]",0.00000000,"[0.00000000, 0.00000000]",0.22900000,0.43575000,28->9
2,2,8,6,1,"(3, 9)",9,96,anchor_worst_targeted,"[10, 20, 45, 55, 75, 90, 120, 125, 140, 165, 215, 300, 335, 350, 355]",0.00000000,"[0.00000000, 0.00000000]",0.23500000,0.42968750,28->9
2,2,8,6,1,"(3, 9)",10,181,anchor_worst_targeted,"[25, 60, 95, 115, 120, 125, 165, 200, 215, 225, 235, 245, 330, 350, 360]",0.00000000,"[0.00000000, 0.00000000]",0.22400000,0.43743750,13->3
