hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,6,4,6
6,6,4,8
4,8,6,8
10,12,10,12
14,18,16,18
14,20,16,20
18,24,26,24
-1,-1,-1,-1
24,34,30,34
30,38,32,36
34,44,38,38
38,52,48,52
42,62,56,62
52,72,68,70
56,74,72,74
68,80,74,82
74,86,80,82
80,88,84,88
88,92,88,88
92,98,94,94
98,100,98,100
102,102,100,102
102,102,104,102
102,104,104,102
104,106,104,104
106,104,104,106
110,106,110,106
114,116,116,112
118,118,116,116
122,124,124,116
128,130,134,118
124,134,136,124
132,140,138,126
148,150,146,132
170,156,156,136
194,178,182,156
206,194,196,176
212,202,206,196
218,212,214,200
224,220,220,214
228,224,226,222
232,230,232,230
234,234,236,234
238,236,236,238
-1,-1,-1,-1
240,238,240,244
242,242,244,250
240,240,244,248
242,240,246,248
-1,-1,-1,-1
244,244,246,250
246,246,248,250
250,246,250,256
254,250,258,266
258,256,262,274
262,264,264,272
274,274,272,286
280,280,278,290
290,288,288,294
298,296,298,306
308,306,308,314
314,316,316,322
322,322,322,328
328,330,328,336
334,334,334,344
340,342,340,348
344,346,346,354
352,354,354,356
356,0,358,2
356,2,0,8
358,2,2,6
0,4,0,8
2,6,4,4
