hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,8,8,10
4,10,12,8
6,8,10,12
8,14,12,16
8,12,20,18
4,22,24,12
10,22,18,20
8,30,24,24
12,34,32,22
16,40,32,28
14,40,34,28
16,46,34,30
22,54,42,34
26,70,44,42
30,70,56,50
38,78,58,62
40,82,64,62
44,90,64,70
52,92,70,68
72,102,70,86
74,106,70,74
86,106,70,80
88,106,70,82
86,102,70,88
100,102,74,90
80,100,64,80
-1,-1,-1,-1
98,110,64,90
114,106,70,88
100,118,92,96
148,120,90,98
158,122,84,102
158,122,90,110
186,128,106,118
202,134,106,120
218,150,160,138
222,160,168,154
224,160,206,158
230,180,212,176
226,196,214,190
236,202,224,206
244,210,240,222
246,216,248,240
244,224,250,232
244,232,250,250
248,232,256,250
248,242,256,250
250,240,260,244
250,238,264,240
250,246,264,254
250,246,264,252
252,246,270,266
254,248,278,270
262,250,286,292
266,262,290,304
272,280,290,312
282,294,318,324
286,298,312,332
298,310,316,336
308,316,320,342
316,330,332,346
328,344,340,350
334,340,344,358
340,348,350,2
344,0,0,8
346,0,4,10
352,6,12,10
358,12,14,12
356,8,8,10
358,4,10,10
358,8,12,8
358,10,16,12
4,10,16,10
