hsv1[0],hsv2[0],hsv3[0],hsv4[0]
8,10,12,16
8,8,16,24
8,14,14,24
10,12,16,24
16,16,16,26
16,20,22,26
14,22,24,26
20,18,30,32
20,26,34,40
20,30,36,44
16,28,38,48
22,38,42,56
22,48,52,70
26,50,68,78
38,64,72,78
50,70,72,82
64,84,82,94
70,86,80,96
68,90,82,96
-1,-1,-1,-1
96,100,92,108
92,102,92,104
98,106,96,108
102,114,100,108
102,114,100,102
96,110,100,108
102,118,100,108
108,110,100,104
108,114,102,106
128,118,98,118
132,126,106,118
146,126,112,114
136,126,112,120
156,132,138,112
160,132,152,122
-1,-1,-1,-1
196,174,188,138
196,180,200,144
206,196,202,140
208,202,220,148
210,208,220,140
222,220,238,160
240,230,240,202
240,232,244,218
232,232,246,218
240,238,246,252
244,232,246,250
232,244,246,252
232,236,248,252
240,244,248,252
240,244,246,252
240,244,250,252
240,244,250,252
250,254,262,280
256,256,262,264
276,272,272,290
310,290,284,312
310,318,290,340
328,324,304,340
330,332,316,340
340,344,320,348
344,344,332,356
348,348,342,16
348,352,344,6
356,354,348,6
2,0,352,8
2,6,354,10
6,6,4,14
0,10,0,16
0,8,6,14
6,8,8,16
6,10,8,16
8,8,6,16
