hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,6,12,12
2,10,10,14
4,8,14,14
2,12,12,10
4,16,12,12
4,16,16,16
6,24,16,22
6,28,18,20
8,30,22,22
12,36,24,26
12,34,24,28
14,44,30,32
18,54,38,38
16,60,40,46
16,66,38,50
18,70,34,58
22,78,40,58
22,80,34,62
22,80,32,70
26,80,26,70
26,88,30,68
32,94,32,68
42,90,26,78
46,94,32,84
50,88,28,82
46,88,30,80
36,94,34,88
70,100,46,92
86,104,70,104
102,118,86,112
146,124,94,118
152,122,104,128
160,128,116,128
228,126,86,120
248,120,60,114
224,134,146,134
228,152,180,156
222,156,196,160
230,160,212,182
238,182,244,200
242,200,248,212
248,216,264,224
250,214,276,244
250,226,264,240
250,238,262,250
248,234,264,248
250,240,266,248
250,228,264,248
248,234,270,244
250,236,266,248
252,238,264,248
258,250,270,252
262,250,284,254
270,266,282,282
274,264,290,290
280,280,278,272
284,280,280,290
294,290,286,306
310,316,302,324
320,330,318,334
328,332,324,340
332,342,340,346
340,348,344,356
344,358,358,0
350,2,8,6
352,4,2,8
354,358,6,2
354,8,4,6
356,8,6,8
356,10,8,8
358,8,8,4
358,10,8,6
358,8,10,8
