hsv1[0],hsv2[0],hsv3[0],hsv4[0]
8,10,8,8
8,10,4,12
12,12,12,10
12,14,16,12
14,16,12,16
14,18,16,20
20,20,22,24
20,26,26,26
26,32,30,30
28,34,34,34
32,38,40,42
34,48,48,46
36,58,58,62
46,70,70,72
52,70,72,74
70,78,82,82
82,86,88,86
82,90,90,90
88,94,94,94
-1,-1,-1,-1
104,106,106,106
106,110,108,108
108,110,114,110
112,110,114,110
110,110,112,112
114,112,114,112
116,114,118,114
122,118,122,120
122,122,126,120
126,128,128,126
128,130,130,128
134,132,138,126
138,140,140,128
144,146,146,132
156,156,162,138
176,172,178,144
192,188,192,162
198,194,198,168
210,204,208,186
216,214,216,200
220,220,222,212
226,226,226,222
230,228,230,230
234,232,236,236
236,234,236,238
238,238,238,238
238,238,238,242
240,240,238,248
238,240,240,244
238,238,238,250
242,240,242,250
246,244,246,252
248,248,248,260
260,252,258,262
266,262,262,272
282,274,270,280
292,286,276,292
296,292,284,296
310,302,296,314
316,312,300,320
324,316,312,324
328,322,322,332
334,330,326,342
340,338,334,344
344,342,340,346
344,344,346,348
354,348,354,356
354,356,356,358
356,358,356,358
0,0,358,2
4,4,2,4
6,6,6,10
8,10,8,12
