hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,6,6,8
2,4,8,10
4,10,8,8
6,10,10,12
8,12,10,12
14,16,16,12
14,16,20,18
18,18,20,20
22,24,26,28
24,28,24,32
28,32,30,34
30,46,40,50
32,58,50,58
36,70,60,70
44,72,64,72
52,76,72,78
64,80,76,80
72,82,78,84
82,90,88,90
94,92,94,92
100,98,100,98
98,100,100,102
102,106,102,104
104,106,104,106
104,100,106,104
106,106,106,104
106,110,108,108
110,112,106,108
110,116,112,110
108,118,122,114
98,120,126,116
102,128,126,122
112,130,126,124
136,136,140,124
158,150,154,138
186,178,154,156
200,194,172,176
210,200,186,190
216,208,200,198
222,216,218,214
230,226,224,226
232,230,232,228
236,234,236,236
236,236,236,240
241,240,239,245
242,244,248,248
246,244,250,244
246,246,258,252
249,249,257,252
247,246,249,250
250,248,258,256
248,248,262,256
254,250,262,256
260,258,266,262
266,266,270,274
276,272,278,276
283,287,287,298
292,294,302,306
302,303,309,308
313,308,316,319
316,316,322,324
322,322,334,332
333,328,333,340
336,334,340,344
340,342,348,348
344,348,350,352
352,350,352,358
354,2,354,4
356,358,0,4
358,2,6,6
0,4,2,8
2,6,4,8
