hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,6,0,354
4,6,0,354
4,356,4,0
4,10,0,10
4,10,4,18
4,10,10,12
4,20,12,20
10,26,22,14
10,28,22,24
12,38,30,24
14,42,30,28
12,48,34,30
20,66,40,40
22,70,44,46
26,74,46,52
32,82,48,54
40,86,52,70
40,86,54,74
46,92,58,78
56,98,68,80
64,98,68,86
74,98,66,88
70,100,70,88
74,100,60,94
74,102,60,86
84,104,70,88
78,102,66,96
92,104,68,94
96,112,70,102
82,110,70,100
110,116,72,104
156,116,70,108
160,116,76,106
206,118,60,110
224,126,76,120
224,150,120,148
232,156,230,162
232,162,230,180
236,180,246,180
242,196,244,202
244,204,248,220
242,210,244,218
244,220,250,214
244,222,244,222
248,222,248,230
248,230,260,232
248,228,260,232
250,238,258,232
250,238,262,244
250,230,264,244
252,238,268,248
250,246,276,252
260,248,282,256
266,252,292,282
274,256,296,296
280,280,304,312
288,286,308,310
292,294,308,326
308,314,322,330
316,324,328,344
324,330,332,342
330,338,342,352
336,344,344,358
340,348,350,356
346,358,0,358
348,358,0,2
352,0,2,2
352,358,4,2
356,4,6,2
356,4,8,2
356,4,6,4
0,8,8,6
0,6,8,4
