hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,8,6,8
8,8,6,4
12,12,10,10
14,12,16,16
16,14,14,16
24,24,22,24
26,24,24,18
28,30,26,28
38,38,34,36
62,40,38,44
60,46,48,46
72,52,58,54
86,64,64,64
88,70,72,70
92,72,72,70
96,78,78,78
98,80,84,80
100,84,88,82
100,88,92,84
108,94,94,88
108,96,100,94
112,102,106,96
112,104,104,98
112,106,104,100
116,106,104,102
112,104,108,102
120,106,110,106
120,108,110,104
124,118,114,108
128,114,110,104
128,128,118,112
128,132,122,116
130,128,124,116
136,142,138,128
142,156,148,138
150,172,154,156
166,188,166,184
172,200,174,188
184,206,190,196
192,220,214,220
204,226,220,228
212,226,226,230
222,238,232,238
230,238,244,244
236,242,248,250
238,248,250,248
240,248,250,250
238,248,250,250
242,248,248,250
242,250,248,250
242,248,250,256
242,250,254,252
246,252,258,264
250,258,272,266
260,266,282,278
274,270,274,274
274,276,278,278
276,290,286,288
284,292,292,294
300,298,302,302
304,314,306,310
316,320,316,314
320,328,320,322
324,330,332,330
340,340,336,344
342,348,340,344
344,352,344,354
348,356,356,354
2,2,0,358
4,4,358,2
4,6,4,8
8,8,4,4
8,10,8,4
