hsv1[0],hsv2[0],hsv3[0],hsv4[0]
10,12,24,22
12,12,24,22
12,18,24,22
14,20,24,26
14,20,26,24
12,24,26,24
16,22,28,36
16,26,30,38
24,34,38,42
10,26,26,32
16,34,32,44
20,38,42,48
28,56,50,74
32,68,68,76
42,68,74,86
68,74,76,90
60,76,76,84
70,82,72,88
86,88,80,88
86,96,82,104
84,96,88,110
102,102,96,110
102,106,94,112
120,108,96,108
120,106,98,114
120,112,102,118
120,106,108,118
120,126,116,124
138,120,118,110
146,120,114,106
136,122,118,106
144,128,118,114
158,132,124,112
162,132,140,122
174,136,150,124
196,154,168,132
204,168,190,138
210,186,206,140
216,198,210,156
220,204,216,170
220,210,222,190
224,218,226,196
224,220,226,200
228,224,230,206
228,228,232,212
236,236,242,228
234,240,248,248
238,240,250,240
236,240,250,220
236,238,250,252
242,238,252,240
250,246,250,264
250,246,252,266
252,250,252,248
260,258,252,256
272,270,260,284
284,282,270,304
302,298,282,324
314,316,294,334
322,322,304,338
334,330,318,346
336,338,324,348
342,344,334,352
346,350,344,358
348,352,346,6
352,356,358,8
354,358,358,10
354,358,2,8
356,0,2,8
356,2,358,8
0,2,4,8
0,4,4,8
0,4,4,6
