hsv1[0],hsv2[0],hsv3[0],hsv4[0]
8,12,16,10
8,16,10,10
2,16,12,10
8,16,18,14
4,18,16,12
8,22,24,18
8,26,26,20
10,32,26,22
10,32,32,26
16,34,32,32
20,38,32,30
20,44,38,40
24,58,40,44
22,64,48,48
30,72,56,56
32,80,68,70
32,84,64,74
38,90,64,76
50,90,70,80
76,96,76,86
68,94,74,88
68,96,70,96
68,104,64,100
68,104,68,100
86,104,72,96
68,104,70,100
76,104,70,98
96,116,76,100
86,114,72,100
96,110,68,102
84,108,70,100
84,108,70,100
220,104,80,102
150,118,78,112
192,118,78,108
222,134,70,138
222,144,120,154
228,154,240,162
228,162,230,172
238,188,230,210
238,208,250,220
240,208,232,228
240,220,256,246
244,220,254,232
246,232,262,232
248,240,276,256
246,246,272,250
250,248,276,250
250,240,276,250
250,244,282,254
250,248,276,254
252,248,282,258
258,250,280,268
272,256,316,286
276,252,352,340
292,324,340,340
310,338,348,0
318,340,0,16
336,346,20,8
334,348,0,354
334,344,342,352
340,350,350,356
346,350,358,4
350,2,8,2
354,8,12,10
0,16,16,12
0,16,22,16
4,12,18,18
4,18,26,16
10,18,20,18
10,14,24,20
10,20,18,24
12,18,20,18
