hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,8,10,8
4,8,12,10
2,14,16,12
8,16,16,12
8,16,16,10
6,22,24,12
8,24,26,20
10,30,28,22
16,30,26,30
16,34,26,30
16,34,26,34
20,40,34,38
24,52,40,44
30,66,56,48
26,72,50,62
36,78,68,64
40,84,68,68
42,84,68,80
64,90,68,82
70,96,72,84
84,104,72,88
84,100,76,92
84,104,76,100
94,104,72,90
90,104,76,96
92,114,78,100
94,102,70,100
102,102,68,98
102,102,70,94
132,118,80,100
140,108,78,102
140,108,80,116
160,112,86,112
158,122,86,116
174,134,96,138
220,148,72,144
220,158,180,158
228,176,210,164
228,180,210,196
226,196,212,202
228,202,226,216
234,214,228,218
234,218,240,220
238,220,244,232
240,232,240,232
234,232,240,240
244,232,250,232
244,232,240,232
244,232,240,232
244,232,240,232
244,232,240,244
246,232,236,240
246,244,254,246
248,240,250,250
252,240,270,250
260,258,274,282
276,276,300,304
286,304,296,322
292,314,314,328
312,328,324,328
316,330,332,340
330,340,340,348
334,346,342,352
340,346,350,2
346,350,356,6
348,350,6,6
348,2,4,8
352,4,6,10
354,8,0,6
358,8,2,8
2,8,16,8
2,8,4,10
2,8,16,10
