hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,4,6,6
4,6,8,14
6,8,10,16
8,8,12,16
12,12,14,20
12,18,20,18
18,20,20,24
18,24,24,26
22,26,30,30
28,32,34,36
32,36,38,36
38,46,48,48
44,52,56,56
52,66,66,68
56,70,72,68
64,76,74,76
70,78,78,78
70,84,80,82
74,88,82,80
80,92,84,84
78,92,86,84
80,94,88,82
84,100,86,84
84,98,86,88
86,100,88,92
86,100,90,86
88,100,90,82
92,104,90,94
96,110,100,94
96,112,102,98
102,124,110,102
112,122,114,112
118,128,118,114
134,136,126,128
136,136,136,132
158,144,150,138
180,160,168,154
194,166,176,160
212,176,188,160
218,192,202,180
224,202,210,182
232,210,216,198
238,214,226,208
244,218,234,214
250,228,242,232
254,246,248,246
254,248,256,246
254,248,252,256
256,250,256,266
258,250,260,258
260,252,258,266
262,252,262,264
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
276,284,280,296
282,298,288,324
292,306,294,328
300,316,302,332
310,330,318,340
320,334,324,346
326,342,330,350
332,346,338,358
340,350,346,0
344,356,350,0
350,0,352,2
354,2,358,6
354,2,358,8
354,4,358,8
356,4,0,8
0,2,4,12
4,6,6,14
2,4,8,14
