k,real_k,effective_k,virtual_stream_count,target_effective_k,sample_index,position_combination,selected_candidate_count,common_route_count,excluded_illegal_positions,authorized_max_ber,authorized_position_bers,security_min_route_min_ber,security_avg_route_min_ber,worst_route,optimizer,usage_ratio,usage_counts,selected_candidate_ids,selected_probe_sets,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,security_gain_over_anchor,floor_applied,optimizer_diagnostic,weak_routes
14,14,14,0,8,1,"(1, 2, 3, 4, 10, 14, 15, 16, 17, 18, 23, 24, 27, 28)",1,42,"[5, 9, 19]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.18500000,0.45290476,8->27,linprog,[1.00000000],[1000],[165],"[45, 50, 55, 80, 85, 110, 120, 165, 170, 185, 200, 250, 265, 275, 325]",165,baseline_global_guarded,0.18500000,8->27,0.00000000,False,ok,"[8->27, 7->4, 13->27, 13->2, 8->28, 8->2, 8->1]"
